Name,Saison,Rating,Age,Mean,Growth
Bruno Ecuele Manga,2018,6.69,30,7.031428571428571,0.5
Bruno González,2018,6.65,28,6.835,0.13999999999999968
Bryan Cristante,2018,6.81,23,6.781666666666667,-0.35999999999999943
Caiuby,2018,6.79,30,7.18,-0.3600000000000003
Callum Paterson,2018,6.82,24,6.82,0.0
Callum Wilson,2018,6.99,26,6.723999999999999,-0.34999999999999964
Calum Chambers,2018,6.82,23,6.898000000000001,-0.15000000000000036
Camillo Ciano,2018,6.71,28,6.71,0.0
Carlos Akapo,2018,6.68,25,6.68,0.0
Carlos Bacca,2018,6.38,32,6.8116666666666665,0.5099999999999998
Carlos Soler,2018,6.77,21,6.703333333333333,-0.08999999999999986
Casemiro,2018,7.15,26,7.248,-0.010000000000000675
Casimir Ninga,2018,6.58,26,6.543333333333334,0.33999999999999986
Cengiz Ünder,2018,6.69,21,6.779999999999999,0.04999999999999982
Cenk Tosun,2018,6.44,27,6.59,-0.2999999999999998
Cesc Fàbregas,2018,6.53,31,7.261818181818184,-1.12
Charles,2018,6.7,34,6.703333333333333,-0.3100000000000005
Charles Aránguiz,2018,7.0,29,6.778333333333333,0.019999999999999574
Charles Traoré,2018,6.94,27,6.835000000000001,0.25
Charlie Austin,2018,6.27,29,6.6825,-0.04999999999999982
Charlie Daniels,2018,6.45,32,6.73,0.29000000000000004
Charlie Taylor,2018,6.75,25,6.7620000000000005,0.15000000000000036
Cheick Timite,2018,6.34,21,6.34,0.0
Cheick Traoré,2018,6.48,24,6.48,0.0
Cheikh N'Doye,2018,6.96,33,7.206666666666667,-0.3600000000000003
Cheikhou Kouyaté,2018,6.61,29,6.86875,-0.4500000000000002
Chema Rodríguez,2018,6.64,27,6.57,-0.13999999999999968
Chicharito,2018,6.59,31,6.755,0.20999999999999996
Chris Löwe,2018,6.35,29,6.43,-0.16000000000000014
Chris Mepham,2018,6.47,21,6.445,-0.04999999999999982
Chris Smalling,2018,6.79,29,6.983333333333334,0.14000000000000057
Chris Wood,2018,6.67,27,6.756666666666667,-0.13999999999999968
Christian Atsu,2018,6.44,26,6.470000000000001,-0.05999999999999961
Christian Eriksen,2018,7.08,26,7.202857142857143,0.1299999999999999
Christian Gentner,2018,6.55,33,6.899090909090909,-0.6500000000000004
Christian Günter,2018,6.59,25,6.702222222222223,-0.1900000000000004
Christian Kabasele,2018,6.67,27,6.8,-0.2599999999999998
Christian Kouamé,2018,7.05,21,6.890000000000001,0.3199999999999994
Christian Mathenia,2018,6.71,26,6.55,-0.15000000000000036
Christian Rivera,2018,6.74,21,6.74,0.0
Christoph Kramer,2018,6.71,27,6.926666666666667,-0.25
Christophe Herelle,2018,7.07,26,6.945,0.25
Christophe Jallet,2018,6.67,35,7.114999999999999,-0.40000000000000036
Christophe Kerbrat,2018,6.47,32,6.853333333333333,-0.40000000000000036
Christopher Jullien,2018,6.86,26,6.915,-0.16999999999999993
Christopher Nkunku,2018,6.88,21,7.272,-0.3799999999999999
Christopher Schindler,2018,6.59,28,6.85,-0.5200000000000005
Ciprian Tatarusanu,2018,6.71,33,6.616,-0.1200000000000001
Ciro Immobile,2018,6.96,28,7.086666666666667,0.28000000000000025
Claudio Beauvue,2018,6.54,30,6.692,-0.5499999999999998
Claudio Pizarro,2018,6.49,40,7.109999999999999,0.23999999999999932
Clément Grenier,2018,6.83,27,6.868571428571428,0.20999999999999996
Clément Lenglet,2018,6.88,23,6.802000000000001,-0.46999999999999975
Coke,2018,6.63,31,6.872857142857143,0.41000000000000014
Conor Coady,2018,6.45,25,6.542,0.1200000000000001
Cote,2018,7.06,29,7.044999999999999,0.3899999999999997
Coutinho,2018,6.93,27,7.389999999999999,0.10000000000000053
Craig Cathcart,2018,6.66,29,6.583333333333333,-0.35000000000000053
Cristhian Stuani,2018,7.03,32,6.755000000000001,-0.5499999999999998
Cristian Ansaldi,2018,7.19,32,6.970000000000001,0.41000000000000014
Cristian Dell'Orco,2018,6.63,24,6.63,0.0
Cristian Molinaro,2018,6.5,35,6.83,0.16999999999999993
Cristian Romero,2018,6.81,20,6.840000000000001,0.0
Cristian Tello,2018,6.78,27,6.874,0.2699999999999996
Cristiano Biraghi,2018,6.92,26,6.723333333333334,0.03000000000000025
Cristiano Piccini,2018,6.83,26,6.840000000000001,-0.17999999999999972
Cristiano Ronaldo,2018,7.68,33,7.948461538461538,-0.05999999999999872
Cristián Zapata,2018,6.93,32,7.008999999999999,0.33000000000000007
Cyrus Christie,2018,6.61,26,6.61,0.0
Cédric Soares,2018,6.56,27,6.736666666666667,-0.040000000000000036
Cédric Yambéré,2018,6.64,28,6.800000000000001,-0.35000000000000053
César Azpilicueta,2018,7.01,29,7.019999999999999,0.07000000000000028
Dale Stephens,2018,6.66,29,6.725,-0.1299999999999999
Damien Da Silva,2018,6.88,31,7.024000000000001,-0.33000000000000007
Damien Le Tallec,2018,6.91,29,6.623333333333334,0.54
Damián Musto,2018,6.51,31,6.51,0.0
Damián Suárez,2018,6.89,30,6.803333333333334,-0.08000000000000007
Dan Gosling,2018,6.69,28,6.6499999999999995,-0.020000000000000462
Dan-Axel Zagadou,2018,6.92,19,6.92,0.0
Dani Alves,2018,7.02,35,7.3709999999999996,-0.47999999999999954
Dani Ceballos,2018,6.76,22,6.9075,0.47000000000000064
Dani García,2018,6.67,28,6.787999999999999,0.16000000000000014
Daniel Baier,2018,6.61,34,6.991111111111111,-0.25
Daniel Bessa,2018,6.53,25,6.495,0.07000000000000028
Daniel Brosinski,2018,6.63,30,6.711428571428572,-0.3799999999999999
Daniel Caligiuri,2018,7.28,30,7.095454545454545,-1.08
Daniel Carriço,2018,6.87,30,6.930000000000001,0.040000000000000036
Daniel Carvajal,2018,7.04,27,7.2299999999999995,0.09999999999999964
Daniel Ciofani,2018,6.5,33,6.59,0.17999999999999972
Daniel Congré,2018,6.8,34,6.916666666666665,0.10999999999999943
Daniel Ginczek,2018,6.68,27,6.88,-0.040000000000000036
Daniel Parejo,2018,7.4,29,7.174000000000001,0.6000000000000005
Daniel Wass,2018,6.74,29,6.861249999999999,-0.05999999999999961
Daniele Baselli,2018,6.88,26,6.788333333333333,-0.1899999999999995
Daniele De Rossi,2018,6.8,35,7.103,0.3000000000000007
Daniele Rugani,2018,6.84,24,6.948,-0.04999999999999982
Danijel Subasic,2018,6.5,34,6.741666666666667,0.28000000000000025
Danilo,2018,6.82,27,6.9147058823529415,0.28000000000000025
Danilo D'Ambrosio,2018,6.89,30,6.90375,-0.009999999999999787
Danny Ings,2018,6.83,26,6.772,-0.23999999999999932
Danny Latza,2018,6.69,29,6.771666666666666,-0.2599999999999998
Danny Rose,2018,6.84,28,7.133333333333334,-0.17000000000000082
Danny da Costa,2018,6.85,25,6.870000000000001,0.040000000000000036
Dante,2018,6.87,35,6.968461538461539,0.0
Darijo Srna,2018,6.72,36,6.72,0.0
Darko Brasanac,2018,6.44,27,6.473333333333334,0.0699999999999994
Darko Lazovic,2018,6.68,28,6.688333333333333,0.0699999999999994
Daryl Janmaat,2018,6.88,29,6.787999999999999,-0.35000000000000053
David Abraham,2018,6.75,32,6.911428571428572,-0.1900000000000004
David Alaba,2018,7.01,26,7.070909090909091,-0.07000000000000028
David Brooks,2018,6.83,21,6.83,0.0
David Costas,2018,6.57,23,6.605,0.0699999999999994
David Ferreiro,2018,6.5,30,6.5,0.0
David Juncà,2018,6.79,25,6.706666666666667,-0.16999999999999993
David Junior Hoilett,2018,6.46,29,6.755000000000001,-0.5099999999999998
David Luiz,2018,7.08,31,7.07888888888889,-0.1899999999999995
David López,2018,6.72,29,6.988333333333333,0.3200000000000003
David Ospina,2018,6.56,30,6.9125,-0.13999999999999968
David Silva,2018,7.26,32,7.379,0.41999999999999993
David Soria,2018,6.76,25,6.8149999999999995,-0.11000000000000032
David Zurutuza,2018,6.63,32,6.882222222222222,0.1299999999999999
David de Gea,2018,6.52,28,6.694285714285713,0.16000000000000014
Davide Biraschi,2018,6.7,24,6.726666666666667,-0.13999999999999968
Davide Calabria,2018,6.84,22,6.871666666666666,-0.16000000000000014
Davide Santon,2018,6.57,27,6.838333333333334,0.08000000000000007
Davie Selke,2018,6.69,23,6.648000000000001,-0.3099999999999996
Davinson Sánchez,2018,6.83,22,6.8775,-0.07000000000000028
Davy Klaassen,2018,6.89,25,6.83,0.1200000000000001
Davy Pröpper,2018,6.65,27,6.7,-0.09999999999999964
Dayot Upamecano,2018,6.86,20,6.946666666666666,-0.1899999999999995
DeAndre Yedlin,2018,6.5,25,6.696666666666666,0.08999999999999986
Declan Rice,2018,6.93,19,6.928333333333334,0.08999999999999986
Dejan Lovren,2018,7.08,29,7.036666666666666,-0.040000000000000036
Dele Alli,2018,6.95,22,7.1850000000000005,0.2599999999999998
Demarai Gray,2018,6.51,22,6.593333333333334,0.33000000000000007
Denis Bouanga,2018,6.79,24,6.79,0.0
Denis Cheryshev,2018,6.74,28,7.050000000000001,0.6200000000000001
Denis Odoi,2018,6.62,30,6.62,0.0
Denis Zakaria,2018,6.63,22,6.757499999999999,-0.10000000000000053
Dennis Aogo,2018,6.52,31,6.798888888888889,0.27999999999999936
Dennis Praet,2018,6.99,24,6.8025,-0.05999999999999961
Diego Benaglio,2018,6.61,35,6.673333333333334,-0.20000000000000018
Diego Carlos,2018,6.9,25,6.906666666666666,-0.04999999999999982
Diego Costa,2018,6.46,30,7.032000000000001,0.47000000000000064
Diego Demme,2018,6.92,27,6.91,0.04999999999999982
Diego Farias,2018,6.97,28,6.7425,0.5299999999999994
Diego Godín,2018,6.98,32,7.197272727272729,0.13999999999999968
Diego Llorente,2018,6.74,25,6.758333333333333,-0.15000000000000036
Diego López,2018,6.72,37,6.788000000000001,0.3700000000000001
Dimitri Foulquier,2018,6.59,25,6.562,-0.03000000000000025
Dimitri Lienard,2018,6.7,31,6.9350000000000005,-0.46999999999999975
Dimitri Payet,2018,6.81,32,7.314285714285716,-0.07000000000000028
Dimitrios Siovas,2018,6.94,30,6.943333333333334,-0.05000000000000071
Diogo Dalot,2018,6.63,19,6.85,0.23000000000000043
Diogo Jota,2018,6.89,22,6.989999999999999,0.20000000000000018
Djené Dakonam,2018,6.81,27,6.96,0.3000000000000007
Djibril Sidibe,2018,6.58,26,7.083333333333333,-0.6200000000000001
Dodi Lukebakio,2018,6.82,21,6.82,0.0
Domenico Berardi,2018,6.98,24,7.1111111111111125,0.33000000000000007
Domenico Criscito,2018,7.15,32,7.096000000000001,-0.17999999999999972
Domenico Maietta,2018,6.44,36,6.8375,0.14000000000000057
Dominic Calvert-Lewin,2018,6.61,21,6.833333333333333,-0.5599999999999996
Dominik Kohr,2018,6.49,24,6.7,-0.02999999999999936
Dominique Heintz,2018,6.69,25,6.751666666666666,0.020000000000000462
Dong-Won Ji,2018,6.77,28,6.916666666666667,-0.020000000000000462
Douglas Luiz,2018,6.58,20,6.712000000000001,0.09999999999999964
Dries Mertens,2018,7.2,31,7.12,0.0
Duje Caleta-Car,2018,6.65,22,6.69,0.20000000000000018
Duván Zapata,2018,7.32,27,7.016666666666667,-0.2400000000000002
Dwight McNeil,2018,7.03,19,6.9079999999999995,0.08999999999999986
Dídac Vilá,2018,6.79,30,7.031666666666666,-0.20000000000000018
Eddy Gnahore,2018,6.47,25,6.47,0.0
Eden Hazard,2018,7.81,27,7.586,-0.4900000000000002
Ederson,2018,6.66,25,6.63,0.2400000000000002
Edimilson Fernandes,2018,6.5,22,6.455,-0.16999999999999993
Edin Dzeko,2018,7.24,33,7.182307692307694,0.4900000000000002
Edinson Cavani,2018,7.44,31,7.265454545454545,0.03000000000000025
Edoardo Goldaniga,2018,6.62,25,6.565,0.23000000000000043
Edouard Mendy,2018,6.85,26,6.85,0.0
Eduard Löwen,2018,6.62,21,6.609999999999999,0.020000000000000462
Elias Kachunga,2018,6.14,26,6.41,0.16999999999999993
Ellyes Skhiri,2018,7.0,23,6.985714285714286,0.1200000000000001
Elseid Hysaj,2018,6.72,24,6.72375,0.3700000000000001
Elvis Rexhbecaj,2018,6.53,21,6.505,-0.09999999999999964
Emanuele Giaccherini,2018,6.49,33,6.751666666666666,0.0
Emil Audero,2018,6.62,21,6.657500000000001,0.040000000000000036
Emil Forsberg,2018,7.02,27,6.892857142857143,0.17999999999999972
Emil Krafth,2018,6.49,24,6.4879999999999995,0.16999999999999993
Emiliano Insúa,2018,6.72,29,6.898000000000001,-0.16000000000000014
Emiliano Moretti,2018,6.63,37,6.832222222222222,0.27000000000000046
Emiliano Sala,2018,7.0,28,6.8275,0.2599999999999998
Emiliano Velázquez,2018,7.05,24,7.010000000000001,0.03000000000000025
Emiliano Viviano,2018,6.71,33,6.847777777777778,0.08000000000000007
Emmanuel Imorou,2018,6.54,30,6.806666666666666,-0.4299999999999997
Emre Can,2018,6.98,24,7.042222222222222,-0.009999999999999787
Enes Ünal,2018,6.59,21,6.585,-0.009999999999999787
Enis Bardhi,2018,6.73,23,6.755000000000001,0.04999999999999982
Enock Kwateng,2018,6.83,22,6.773333333333333,0.39000000000000057
Enric Gallego,2018,7.05,32,7.05,0.0
Enrico Valentini,2018,6.85,29,6.85,0.0
Enzo Crivelli,2018,6.5,24,6.5575,0.09999999999999964
Enzo Loiodice,2018,6.35,18,6.35,0.0
Eric Dier,2018,6.74,24,6.8500000000000005,-0.16000000000000014
Erick Cabaco,2018,6.34,23,6.566666666666667,0.2400000000000002
Erick Pulgar,2018,7.11,24,6.8925,0.16000000000000014
Erik Durm,2018,6.33,26,6.801666666666667,-0.03000000000000025
Erik Pieters,2018,7.08,30,6.868571428571429,-0.0699999999999994
Ermin Bicakcic,2018,6.76,29,6.841666666666666,-0.08000000000000007
Ervin Zukanovic,2018,6.55,32,6.81,-0.2400000000000002
Esteban Granero,2018,6.85,31,6.9,-0.3799999999999999
Esteban Rolón,2018,6.42,23,6.42,0.0
Etienne Capoue,2018,7.13,30,7.091111111111111,0.33000000000000007
Etrit Berisha,2018,6.43,29,6.6659999999999995,0.3099999999999996
Evan Ndicka,2018,6.74,19,6.781999999999999,-0.09999999999999964
Ewerton,2018,6.85,29,6.85,0.0
Ezequiel Garay,2018,6.92,32,6.9075,-0.47999999999999954
Ezequiel Ávila,2018,6.68,24,6.68,0.0
Fabian Bredlow,2018,6.14,23,6.14,0.0
Fabian Johnson,2018,6.32,31,6.767142857142857,-0.6299999999999999
Fabian Lustenberger,2018,6.65,30,6.9471428571428575,-0.13999999999999968
Fabian Schär,2018,7.3,27,6.881666666666667,0.03000000000000025
Fabinho,2018,6.95,25,7.124,-0.3799999999999999
Fabio,2018,6.6,28,6.6875,-0.019999999999999574
Fabio Borini,2018,6.6,27,6.691666666666666,0.20999999999999996
Fabio Ceravolo,2018,6.18,31,6.18,0.0
Fabio Depaoli,2018,6.48,21,6.4975,0.0
Fabio Pisacane,2018,6.55,32,6.6,-0.16000000000000014
Fabio Quagliarella,2018,7.11,35,6.878181818181818,-0.6799999999999997
Fabián Balbuena,2018,6.98,27,6.98,0.0
Fabián Orellana,2018,6.97,32,6.848750000000001,0.46999999999999975
Fabián Ruiz,2018,7.25,23,7.064,-0.0699999999999994
Facundo Roncaglia,2018,6.59,31,6.862499999999999,0.20000000000000018
Faitout Maouassa,2018,6.64,20,6.724000000000001,0.46000000000000085
Faouzi Ghoulam,2018,6.9,27,7.079000000000001,-0.28000000000000025
Faycal Fajr,2018,6.89,30,6.752,0.05000000000000071
Federico Barba,2018,6.52,25,6.669999999999999,0.15000000000000036
Federico Bernardeschi,2018,6.68,24,6.7459999999999996,-0.07999999999999918
Federico Ceccherini,2018,6.66,26,6.669999999999999,0.34999999999999964
Federico Chiesa,2018,6.98,21,6.95,-0.040000000000000036
Federico Di Francesco,2018,6.46,24,6.449999999999999,-0.009999999999999787
Federico Dimarco,2018,6.72,21,6.796666666666667,-0.1800000000000006
Federico Fazio,2018,7.07,31,7.234444444444445,0.21999999999999975
Federico Fernández,2018,6.62,29,6.89125,-0.05000000000000071
Federico Mattiello,2018,6.71,23,6.7,0.019999999999999574
Federico Peluso,2018,6.74,34,6.828888888888889,0.33000000000000007
Federico Santander,2018,6.92,27,6.765000000000001,-0.3099999999999996
Felipe,2018,6.6,31,6.739,0.05999999999999961
Felipe Anderson,2018,7.23,25,7.219999999999999,-0.29000000000000004
Felipe Caicedo,2018,6.68,30,6.658571428571428,-0.16000000000000014
Ferland Mendy,2018,7.09,23,7.055,0.07000000000000028
Fernandinho,2018,7.31,33,7.097777777777778,-0.4900000000000002
Fernando Calero,2018,6.73,23,6.73,0.0
Fernando Pacheco,2018,6.74,26,6.789999999999999,-0.1299999999999999
Filip Bradaric,2018,6.42,27,6.42,0.0
Filip Djuricic,2018,6.46,27,6.615,0.3699999999999992
Filip Helander,2018,6.56,25,6.596666666666667,-0.16999999999999993
Filip Kostic,2018,7.26,26,7.083333333333333,0.5800000000000001
Filipe Luís,2018,6.96,33,7.317777777777778,-0.1299999999999999
Filippo Romagna,2018,6.52,21,6.503333333333333,0.009999999999999787
Flavien Tait,2018,7.3,26,6.917999999999999,-0.1900000000000004
Florent Balmont,2018,6.28,39,6.7844444444444445,0.16000000000000014
Florent Hadergjonaj,2018,6.4,24,6.63,0.4900000000000002
Florent Mollet,2018,7.05,27,6.7540000000000004,0.23000000000000043
Florian Grillitsch,2018,7.06,23,6.890000000000001,0.07999999999999918
Florian Lejeune,2018,6.95,27,7.003333333333333,-0.040000000000000036
Florian Miguel,2018,6.63,22,6.526666666666666,0.16999999999999993
Florian Müller,2018,6.48,21,6.43,-0.08000000000000007
Florian Neuhaus,2018,6.65,21,6.8375,-0.29000000000000004
Florian Niederlechner,2018,6.38,28,6.663333333333334,-0.16999999999999993
Florian Thauvin,2018,7.19,26,7.1,0.20999999999999996
Fode Ballo-Toure,2018,6.94,22,6.635,0.6100000000000003
Fouad Chafik,2018,6.77,32,6.767999999999999,0.28000000000000025
Fran Beltrán,2018,6.3,19,6.3,0.0
Francesco Acerbi,2018,6.95,30,7.054,0.25
Francesco Caputo,2018,6.71,31,6.657500000000001,0.9199999999999999
Francesco Cassata,2018,6.36,21,6.305,-0.11000000000000032
Francesco Magnanelli,2018,6.49,34,6.887142857142858,0.39999999999999947
Francesco Vicari,2018,6.72,24,6.590000000000001,-0.25
Francesco Zampano,2018,6.28,25,6.46,-0.35999999999999943
Francis,2018,6.63,23,6.775999999999999,0.16000000000000014
Francis Coquelin,2018,6.99,27,6.970000000000001,-0.9799999999999995
Francisco Portillo,2018,6.47,28,6.552,0.20000000000000018
Franck Kessié,2018,6.95,22,6.89,0.1200000000000001
Franck Ribéry,2018,6.77,35,7.413999999999999,0.8200000000000003
Franco Vázquez,2018,6.87,29,7.178,0.6399999999999997
François Kamano,2018,6.64,23,6.6819999999999995,-0.11000000000000032
François Moubandje,2018,6.65,29,6.816,-0.16999999999999993
Fred,2018,6.49,25,6.7459999999999996,-0.04999999999999982
Frederic Guilbert,2018,6.97,24,7.06,-0.16000000000000014
Frederic Veseli,2018,6.29,26,6.365,-0.15000000000000036
Félix Eboa Eboa,2018,6.85,22,6.79,0.11999999999999922
Gabriel,2018,7.14,26,7.14,0.0
Gabriel Boschilia,2018,6.57,23,6.57,0.0
Gabriel Jesus,2018,6.64,21,7.131666666666667,0.08000000000000007
Gabriel Mercado,2018,6.73,31,6.733333333333333,0.0699999999999994
Gabriel Paulista,2018,6.93,28,7.028333333333333,0.1800000000000006
Gabriel Silva,2018,6.59,28,6.783333333333332,0.21999999999999975
Gaetan Laborde,2018,7.04,25,6.8,0.5099999999999998
Gaetan Paquiez,2018,6.51,25,6.51,0.0
Gareth Bale,2018,6.88,29,7.571818181818181,0.28000000000000025
Gastón Ramírez,2018,6.76,28,6.843750000000001,0.3600000000000003
Gaëtan Bong,2018,6.31,30,6.726666666666667,-0.07000000000000028
Gelson Fernandes,2018,6.64,32,6.753333333333333,0.08000000000000007
Gelson Martins,2018,6.94,23,6.8625,0.09000000000000075
Gen Shoji,2018,6.56,26,6.56,0.0
Genki Haraguchi,2018,6.7,27,6.7459999999999996,-0.21999999999999975
Geoffrey Kondogbia,2018,6.95,25,7.057142857142856,-0.2400000000000002
Georg Margreitter,2018,6.63,30,6.63,0.0
Georginio Wijnaldum,2018,6.89,28,6.763333333333333,0.5300000000000002
Gerard Deulofeu,2018,6.84,24,6.958333333333333,-0.1299999999999999
Gerard Gumbau,2018,6.3,24,6.3149999999999995,0.03000000000000025
Gerard Moreno,2018,6.79,26,6.95,-0.040000000000000036
Gerard Piqué,2018,7.18,31,7.169,0.3099999999999996
Germán Pezzella,2018,7.06,27,6.955999999999999,-0.29000000000000004
Gerson,2018,6.69,21,6.79,-0.1999999999999993
Gervinho,2018,6.88,31,7.041111111111112,-0.05000000000000071
Gerónimo Rulli,2018,6.57,26,6.6816666666666675,-0.46999999999999975
Ghislain Konan,2018,7.02,23,6.890000000000001,0.1299999999999999
Gian-Luca Waldschmidt,2018,6.75,23,6.75,0.0
Giangiacomo Magnani,2018,6.5,23,6.5,0.0
Gianluca Caprari,2018,6.76,25,6.723333333333333,0.05999999999999961
Gianluca Mancini,2018,6.86,22,6.755,-0.009999999999999787
Gianluigi Buffon,2018,6.88,40,6.757,0.07000000000000028
Gianluigi Donnarumma,2018,6.85,19,6.836666666666666,0.2699999999999996
Gianmarco Ferrari,2018,6.72,27,6.696666666666666,0.10999999999999943
Giannelli Imbula,2018,6.67,26,6.925999999999999,-0.27999999999999936
Giorgio Chiellini,2018,6.98,34,7.327272727272728,0.1900000000000004
Giovani Lo Celso,2018,7.06,22,7.06,0.0
Giovanni Di Lorenzo,2018,6.75,25,6.922499999999999,-0.17999999999999972
Giovanni Simeone,2018,6.64,23,6.736,-0.15000000000000036
Glenn Murray,2018,6.65,35,6.62,0.0600000000000005
Gonzalo Castro,2018,6.55,31,6.960500000000001,0.25
Gonzalo Escalante,2018,6.59,25,6.6975,-0.019999999999999574
Gonzalo Higuaín,2018,6.85,31,7.271666666666667,-0.7600000000000007
Gonzalo Melero,2018,6.45,24,6.45,0.0
Gonçalo Guedes,2018,6.89,22,7.025,0.27000000000000046
Goran Pandev,2018,6.47,35,6.6762500000000005,0.08999999999999986
Granit Xhaka,2018,7.03,26,6.9818181818181815,-0.5199999999999996
Gregoire Defrel,2018,6.82,28,6.698,-0.3099999999999996
Gregor Kobel,2018,6.3,21,6.657500000000001,0.3799999999999999
Guido Burgstaller,2018,6.4,29,6.595000000000001,-0.3799999999999999
Guido Carrillo,2018,6.91,27,6.74,-0.33999999999999986
Guillermo Maripán,2018,7.2,24,6.853333333333334,0.0
Gustavo Cabral,2018,6.58,33,6.888749999999999,0.41999999999999993
Gylfi Sigurdsson,2018,7.16,29,6.949,-0.5099999999999998
Hakan Calhanoglu,2018,7.12,25,7.239999999999999,0.2999999999999998
Hamari Traoré,2018,6.77,27,6.951428571428571,-0.019999999999999574
Hamed Junior Traore,2018,6.67,19,6.67,0.0
Hanno Behrens,2018,6.6,28,6.6,0.0
Hans Hateboer,2018,6.91,24,6.640000000000001,-0.009999999999999787
Harry Arter,2018,6.39,29,6.595,0.25
Harry Kane,2018,7.38,25,7.512222222222222,0.16999999999999993
Harry Maguire,2018,7.01,25,6.916666666666667,-0.3899999999999997
Harry Winks,2018,6.55,22,6.55,0.0
Harvey Barnes,2018,6.7,21,6.776000000000001,-0.1900000000000004
Hatem Ben Arfa,2018,7.35,31,7.08,-0.14999999999999947
Hendrik Weydandt,2018,6.73,23,6.73,0.0
Henrikh Mkhitaryan,2018,6.88,29,7.152222222222223,-0.8100000000000005
Hernán Pérez,2018,6.51,29,6.69,0.11000000000000032
Herve Lybohy,2018,6.51,35,6.51,0.0
Hidde ter Avest,2018,6.6,21,6.6,0.0
Hilton,2018,6.82,41,7.0550000000000015,0.5300000000000002
Hiroki Sakai,2018,7.09,29,6.932500000000001,0.04999999999999982
Houssem Aouar,2018,7.05,21,7.048,0.08999999999999986
Hugo Lloris,2018,6.96,32,6.8100000000000005,-0.020000000000000462
Hugo Mallo,2018,6.86,27,6.948571428571428,0.05999999999999961
Héctor Bellerín,2018,6.71,23,6.8950000000000005,-0.3700000000000001
Héctor Moreno,2018,6.55,30,6.806,0.14000000000000057
Hélder Costa,2018,6.36,24,6.413333333333333,0.23999999999999932
Iago Aspas,2018,7.51,31,7.254,-0.019999999999999574
Iago Falque,2018,6.83,28,6.873333333333334,-0.5899999999999999
Iago Herrerín,2018,6.46,30,6.49,-0.05999999999999961
Ibai Gómez,2018,6.74,29,6.7725,0.02999999999999936
Ibrahim Sangaré,2018,7.06,21,6.94,-0.22000000000000064
Ibrahima Konaté,2018,7.19,19,6.915,0.5500000000000007
Ibrahima Mbaye,2018,6.72,24,6.733333333333333,0.08000000000000007
Ibrahima Sissoko,2018,6.82,21,6.71,-0.23000000000000043
Idrissa Gueye,2018,7.14,29,7.043333333333333,0.46999999999999975
Ignacio Pussetto,2018,6.86,23,6.67,0.3799999999999999
Ignazio Abate,2018,6.62,32,6.942,-0.6400000000000006
Igor Zubeldia,2018,6.81,21,6.705,-0.20999999999999996
Ihlas Bebou,2018,7.34,24,6.992,0.2599999999999998
Iker Muniain,2018,6.83,26,6.894444444444444,0.20000000000000018
Ilkay Gündogan,2018,7.1,28,7.137499999999999,-0.5699999999999994
Ionut Radu,2018,6.63,22,6.63,0.0
Isaac Hayden,2018,6.96,23,6.72,0.29000000000000004
Isaac Mbenza,2018,6.14,22,6.349999999999999,0.35000000000000053
Isaac Success,2018,6.32,22,6.505,0.22999999999999954
Isco,2018,6.66,26,7.13,0.6899999999999995
Ishak Belfodil,2018,7.29,26,6.756,0.6500000000000004
Ismael Bennacer,2018,6.96,21,6.96,0.0
Ismael Diomande,2018,6.31,26,6.365,-0.11000000000000032
Ismael Traoré,2018,6.55,32,6.667999999999999,-0.16999999999999993
Ismaila Sarr,2018,6.99,20,6.87,0.07000000000000028
Issa Diop,2018,6.89,21,6.814,-0.21999999999999975
Issiaga Sylla,2018,6.88,25,6.791250000000001,0.2599999999999998
Ivan Perisic,2018,7.06,30,7.0489999999999995,0.10999999999999943
Ivan Provedel,2018,6.66,24,6.8,0.09999999999999964
Ivan Radovanovic,2018,6.54,30,6.746666666666668,-0.04999999999999982
Ivan Rakitic,2018,7.06,31,7.190909090909091,0.020000000000000462
Iván Cuéllar,2018,6.65,34,6.706,-0.02999999999999936
Iván Ramis,2018,6.72,34,6.901111111111111,-0.5700000000000003
Iñaki Williams,2018,7.0,24,6.802,-0.3700000000000001
Iñigo Córdoba,2018,6.67,21,6.635,-0.07000000000000028
Ja-Cheol Koo,2018,6.61,30,6.9399999999999995,-0.0699999999999994
Jack Cork,2018,6.58,29,6.731111111111112,-0.7999999999999998
Jack Stephens,2018,6.52,24,6.696666666666666,-0.009999999999999787
Jacob Bruun Larsen,2018,6.59,20,6.59,0.0
Jacob Rasmussen,2018,6.6,21,6.6,0.0
Jacopo Sala,2018,6.67,27,6.605,0.41000000000000014
Jacques-Alaixys Romao,2018,6.92,35,6.879,-0.040000000000000036
Jadon Sancho,2018,7.52,18,7.126666666666665,-0.020000000000000462
Jaime Mata,2018,6.88,30,6.88,0.0
Jamaal Lascelles,2018,6.8,25,6.675,-0.09999999999999964
James Lea Siliki,2018,6.39,23,6.484999999999999,-0.1900000000000004
James Maddison,2018,7.2,22,7.122,0.05999999999999961
James McArthur,2018,6.8,31,6.823333333333333,-0.33999999999999986
James Milner,2018,6.91,32,6.9381818181818184,-0.17999999999999972
James Rodríguez,2018,7.24,27,7.422857142857144,0.21999999999999975
James Tarkowski,2018,7.11,26,7.033333333333332,-0.04999999999999982
James Tomkins,2018,6.85,29,7.067777777777777,-0.16999999999999993
James Ward-Prowse,2018,6.87,24,6.800999999999999,0.35999999999999943
Jamie Vardy,2018,6.94,31,6.927777777777777,0.14000000000000057
