Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Papiss Demba Cissé,Newcastle United,28,"Midfielder, Forward",3006,0,2,0,0,2.4,0.0,0.0,0,6.59,PremierLeague,2012,1984,35,1,8,0.9,0.3,0.5,1.3,2.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jamie Carragher,Liverpool,35,Defender,1529,0,1,0,0,0.1,0.0,0.0,0,6.59,PremierLeague,2012,1977,16,8,0,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jonas Olsson,West Bromwich Albion,30,Defender,3240,0,0,0,0,0.5,0.0,0.0,0,6.59,PremierLeague,2012,1982,36,0,0,0.3,0.1,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nikica Jelavic,Everton,27,Forward,2431,0,2,0,0,2.3,0.0,0.0,0,6.58,PremierLeague,2012,1985,26,11,7,0.7,0.2,0.9,1.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andy Wilkinson,Stoke,28,Defender,1730,0,0,0,0,0.3,0.0,0.0,0,6.58,PremierLeague,2012,1984,19,5,0,0.3,0.3,0.7,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Phil Neville,Everton,36,Midfielder,1553,0,1,0,0,0.2,0.0,0.0,0,6.57,PremierLeague,2012,1976,18,0,0,0.4,0.1,0.3,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stephen Kelly,Reading,29,Defender,1424,0,0,0,0,0.3,0.0,0.0,0,6.56,PremierLeague,2012,1983,16,0,0,0.4,0.1,0.4,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Victor Moses,Chelsea,22,Midfielder,1125,0,1,0,0,1.1,0.0,0.0,0,6.56,PremierLeague,2012,1990,12,11,1,1.0,0.7,0.7,0.3,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
James Perch,Newcastle United,27,"Defender, Midfielder",1820,0,0,0,0,0.4,0.0,0.0,0,6.56,PremierLeague,2012,1985,19,8,1,0.4,0.0,0.6,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jonny Howson,Norwich,25,Midfielder,2042,0,1,0,0,0.5,0.0,0.0,0,6.56,PremierLeague,2012,1987,22,8,2,0.6,0.5,0.5,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shaun Wright-Phillips,Queens Park Rangers,31,Midfielder,1250,0,1,0,0,1.5,0.0,0.0,0,6.55,PremierLeague,2012,1981,14,6,1,0.5,1.1,0.9,0.3,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Simpson,Newcastle United,25,Defender,1525,0,0,0,0,0.3,0.0,0.0,0,6.55,PremierLeague,2012,1987,18,1,0,0.7,0.3,0.3,0.1,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Goran Popov,West Bromwich Albion,28,Defender,887,0,1,0,0,0.6,0.0,0.0,0,6.55,PremierLeague,2012,1984,10,2,0,0.3,0.5,0.5,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Javier Garrido,Norwich,28,Defender,3039,0,2,0,0,0.1,0.0,0.0,0,6.54,PremierLeague,2012,1984,34,0,0,0.6,0.1,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gylfi Sigurdsson,Tottenham,23,"Midfielder, Forward",1221,0,4,0,0,1.6,0.0,0.0,0,6.53,PremierLeague,2012,1989,12,21,3,0.8,0.2,0.5,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Franco Di Santo,Wigan,23,"Midfielder, Forward",2136,0,2,0,0,1.9,0.0,0.0,0,6.53,PremierLeague,2012,1989,24,11,5,0.7,0.5,1.3,0.3,1.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hal Robson-Kanu,Reading,23,"Midfielder, Forward",1275,0,1,0,0,1.5,0.0,0.0,0,6.52,PremierLeague,2012,1989,13,12,7,0.6,0.3,1.2,0.1,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Michael Kightly,Stoke,27,Midfielder,1198,0,1,0,0,1.2,0.0,0.0,0,6.52,PremierLeague,2012,1985,14,8,3,0.5,0.5,0.8,0.2,0.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kieran Richardson,Fulham,28,"Defender, Midfielder",826,0,0,0,0,0.8,0.0,0.0,0,6.51,PremierLeague,2012,1984,12,2,1,0.5,0.2,0.6,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Junior Hoilett,Queens Park Rangers,23,"Midfielder, Forward",1450,0,1,0,0,1.3,0.0,0.0,0,6.51,PremierLeague,2012,1989,15,11,2,0.7,1.3,0.7,0.3,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jordi Gómez,Wigan,28,Midfielder,1515,0,1,0,0,1.8,0.0,0.0,0,6.49,PremierLeague,2012,1984,17,15,3,1.2,0.2,1.0,0.3,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Gunter,Reading,23,"Defender, Midfielder",1790,0,0,0,0,0.1,0.0,0.0,0,6.48,PremierLeague,2012,1989,20,0,0,0.5,0.2,0.9,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Bertrand,Chelsea,23,"Defender, Midfielder",1280,0,0,0,0,0.4,0.0,0.0,0,6.48,PremierLeague,2012,1989,14,5,0,0.6,0.3,0.7,0.1,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gary Caldwell,Wigan,31,Defender,2089,0,1,0,0,0.3,0.0,0.0,0,6.48,PremierLeague,2012,1981,25,0,1,0.4,0.1,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Karim El Ahmadi,Aston Villa,28,"Defender, Midfielder",1169,0,0,0,0,0.6,0.0,0.0,0,6.48,PremierLeague,2012,1984,12,8,1,0.7,0.3,0.4,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Garath McCleary,Reading,26,"Defender, Midfielder, Forward",1572,0,2,0,0,1.1,0.0,0.0,0,6.47,PremierLeague,2012,1986,15,16,3,0.8,0.4,0.7,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brett Holman,Aston Villa,29,Midfielder,1429,0,3,0,0,1.1,0.0,0.0,0,6.47,PremierLeague,2012,1983,16,11,1,0.9,0.4,0.4,0.1,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Adam Le Fondre,Reading,26,Forward,1491,0,1,0,0,1.6,0.0,0.0,0,6.46,PremierLeague,2012,1986,11,23,12,0.3,0.1,0.6,0.3,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ronnie Stam,Wigan,29,Midfielder,1009,0,0,0,0,0.4,0.0,0.0,0,6.46,PremierLeague,2012,1983,11,6,0,0.4,1.4,0.5,0.1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
John Heitinga,Everton,29,Defender,1603,0,0,0,0,0.3,0.0,0.0,0,6.46,PremierLeague,2012,1983,17,9,0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hugo Rodallega,Fulham,27,Forward,1510,0,1,0,0,2.1,0.0,0.0,0,6.46,PremierLeague,2012,1985,14,15,3,0.8,0.1,0.7,0.1,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matthew Taylor,West Ham,31,Midfielder,1370,0,2,0,0,1.2,0.0,0.0,0,6.45,PremierLeague,2012,1981,14,14,1,0.8,0.1,0.4,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Graham,Swansea,27,Forward,899,0,1,0,0,1.7,0.0,0.0,0,6.45,PremierLeague,2012,1985,10,8,3,0.3,0.0,0.2,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vurnon Anita,Newcastle United,24,"Defender, Midfielder",1730,0,1,0,0,0.6,0.0,0.0,0,6.44,PremierLeague,2012,1988,17,8,0,1.4,0.2,0.6,0.1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Fox,Southampton,27,Defender,1217,0,1,0,0,0.4,0.0,0.0,0,6.43,PremierLeague,2012,1985,14,6,1,0.9,0.2,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dean Whitehead,Stoke,30,"Defender, Midfielder",1388,0,0,0,0,0.2,0.0,0.0,0,6.43,PremierLeague,2012,1982,12,14,1,0.3,0.1,0.6,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlton Cole,West Ham,29,Forward,1360,0,1,0,0,1.3,0.0,0.0,0,6.41,PremierLeague,2012,1983,14,13,2,0.4,0.1,0.6,0.3,1.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pavel Pogrebnyak,Reading,29,Forward,2035,0,0,0,0,1.1,0.0,0.0,0,6.41,PremierLeague,2012,1983,26,3,5,0.5,0.3,1.7,0.8,1.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bobby Zamora,Queens Park Rangers,32,Forward,1313,0,1,0,0,1.1,0.0,0.0,0,6.41,PremierLeague,2012,1980,16,5,4,1.1,0.1,0.9,0.9,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Naismith,Everton,26,"Midfielder, Forward",1280,0,1,0,0,0.6,0.0,0.0,0,6.41,PremierLeague,2012,1986,13,18,4,0.6,0.0,0.7,0.1,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Graham,Sunderland,27,Forward,940,0,1,0,0,1.2,0.0,0.0,0,6.38,PremierLeague,2012,1985,11,2,0,0.5,0.1,0.4,0.7,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Phil Bardsley,Sunderland,27,Defender,986,0,0,0,0,0.4,0.0,0.0,0,6.37,PremierLeague,2012,1985,11,7,1,0.3,0.3,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Djibril Cissé,Queens Park Rangers,31,Forward,1108,0,0,0,0,2.6,0.0,0.0,0,6.37,PremierLeague,2012,1981,12,6,3,0.9,0.2,0.4,0.9,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matthew Etherington,Stoke,31,Midfielder,1724,0,0,0,0,0.3,0.0,0.0,0,6.34,PremierLeague,2012,1981,21,10,0,1.0,0.6,0.5,0.1,1.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Noel Hunt,Reading,30,Forward,952,0,0,0,0,0.8,0.0,0.0,0,6.3,PremierLeague,2012,1982,10,14,2,0.4,0.1,0.7,0.6,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jamie Mackie,Queens Park Rangers,27,"Midfielder, Forward",1702,0,0,0,0,1.0,0.0,0.0,0,6.28,PremierLeague,2012,1985,17,12,2,0.4,0.6,0.8,0.8,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Neymar,Barcelona,25,"Midfielder, Forward",2652,0,11,0,0,3.5,0.0,0.0,0,8.52,LaLiga,2016,1991,30,0,13,3.0,5.6,4.2,0.7,2.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lionel Messi,Barcelona,29,"Midfielder, Forward",2833,0,9,0,0,5.3,0.0,0.0,0,8.47,LaLiga,2016,1987,32,2,37,2.3,3.7,2.3,0.1,2.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luis Suárez,Barcelona,29,"Midfielder, Forward",2865,0,13,0,0,3.4,0.0,0.0,0,7.8,LaLiga,2016,1987,34,1,29,1.8,1.0,1.3,1.6,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Toni Kroos,Real Madrid,26,Midfielder,2501,0,12,0,0,1.1,0.0,0.0,0,7.67,LaLiga,2016,1990,28,1,3,2.8,1.0,1.2,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cristiano Ronaldo,Real Madrid,31,"Midfielder, Forward",2544,0,6,0,0,5.6,0.0,0.0,0,7.61,LaLiga,2016,1985,29,0,25,1.1,0.9,1.6,1.2,1.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Filipe Luís,Atletico Madrid,31,Defender,3009,0,6,0,0,0.7,0.0,0.0,0,7.55,LaLiga,2016,1985,34,0,3,1.0,2.2,1.4,0.2,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gareth Bale,Real Madrid,27,"Midfielder, Forward",1425,0,2,0,0,3.4,0.0,0.0,0,7.49,LaLiga,2016,1989,17,2,7,1.2,1.4,0.8,0.7,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danilo,Real Madrid,25,Defender,1488,0,2,0,0,0.6,0.0,0.0,0,7.41,LaLiga,2016,1991,17,0,1,1.1,0.8,1.3,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antoine Griezmann,Atletico Madrid,25,"Midfielder, Forward",3067,0,8,0,0,2.4,0.0,0.0,0,7.37,LaLiga,2016,1991,36,0,16,1.6,0.7,0.9,0.8,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Asier Illarramendi,Real Sociedad,26,Midfielder,3004,0,2,0,0,0.6,0.0,0.0,0,7.32,LaLiga,2016,1990,33,1,1,0.9,0.9,1.9,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dani Ceballos,Real Betis,20,Midfielder,2336,0,2,0,0,1.2,0.0,0.0,0,7.32,LaLiga,2016,1996,24,6,2,1.3,2.7,3.9,0.0,2.3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saúl Ñíguez,Atletico Madrid,22,"Defender, Midfielder",2544,0,3,0,0,1.4,0.0,0.0,0,7.31,LaLiga,2016,1994,29,4,4,0.8,1.0,0.9,0.1,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
James Rodríguez,Real Madrid,25,"Midfielder, Forward",1180,0,6,0,0,1.5,0.0,0.0,0,7.27,LaLiga,2016,1991,13,9,8,2.0,0.6,0.9,0.5,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ignacio Camacho,Malaga,26,"Defender, Midfielder",3146,0,2,0,0,1.1,0.0,0.0,0,7.26,LaLiga,2016,1990,35,0,4,0.4,0.2,1.8,0.2,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bruno Soriano,Villarreal,32,Midfielder,2984,0,2,0,0,0.5,0.0,0.0,0,7.25,LaLiga,2016,1984,33,1,5,0.7,0.5,0.7,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Isco,Real Madrid,24,"Midfielder, Forward",1638,0,8,0,0,1.1,0.0,0.0,0,7.24,LaLiga,2016,1992,18,12,10,1.2,1.8,1.4,0.1,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gerard Moreno,Espanyol,24,"Midfielder, Forward",3280,0,4,0,0,2.2,0.0,0.0,0,7.24,LaLiga,2016,1992,37,0,13,0.9,1.3,1.3,0.3,1.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diego Godín,Atletico Madrid,30,Defender,2706,0,1,0,0,1.0,0.0,0.0,0,7.23,LaLiga,2016,1986,30,1,3,0.2,0.4,1.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luka Modric,Real Madrid,31,Midfielder,1892,0,2,0,0,0.8,0.0,0.0,0,7.23,LaLiga,2016,1985,22,3,1,1.3,1.7,1.2,0.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Carvajal,Real Madrid,25,Defender,2015,0,4,0,0,0.4,0.0,0.0,0,7.22,LaLiga,2016,1991,21,2,0,1.5,1.0,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pepe,Real Madrid,16,Defender,1081,0,1,0,0,0.4,0.0,0.0,0,7.22,LaLiga,2016,2000,13,0,2,0.4,0.2,1.4,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yeray Álvarez,Athletic Bilbao,21,Defender,2270,0,0,0,0,0.5,0.0,0.0,0,7.22,LaLiga,2016,1995,25,1,0,0.3,0.5,1.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sergio Escudero,Sevilla,27,"Defender, Midfielder",2282,0,3,0,0,1.2,0.0,0.0,0,7.21,LaLiga,2016,1989,25,1,0,0.9,1.1,1.6,0.1,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Martínez,Real Sociedad,30,Defender,870,0,2,0,0,0.1,0.0,0.0,0,7.2,LaLiga,2016,1986,10,0,0,0.7,0.9,1.2,0.0,0.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gerard Piqué,Barcelona,29,Defender,2193,0,0,0,0,0.8,0.0,0.0,0,7.2,LaLiga,2016,1987,25,0,2,0.1,0.4,0.3,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ivan Rakitic,Barcelona,29,Midfielder,2345,0,5,0,0,1.5,0.0,0.0,0,7.18,LaLiga,2016,1987,26,6,8,0.8,0.7,1.3,0.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jonathan Viera,Las Palmas,27,"Midfielder, Forward",2589,0,7,0,0,2.2,0.0,0.0,0,7.18,LaLiga,2016,1989,30,1,7,2.7,2.0,2.6,0.3,2.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marcelo,Real Madrid,28,Defender,2277,0,10,0,0,0.8,0.0,0.0,0,7.17,LaLiga,2016,1988,26,4,2,1.5,1.4,0.9,0.1,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
José Giménez,Atletico Madrid,22,Defender,1013,0,0,0,0,0.8,0.0,0.0,0,7.17,LaLiga,2016,1994,12,5,0,0.3,0.6,1.2,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Álvaro Morata,Real Madrid,24,"Midfielder, Forward",1334,0,4,0,0,2.1,0.0,0.0,0,7.17,LaLiga,2016,1992,14,12,15,0.7,0.8,1.3,0.8,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Casemiro,Real Madrid,24,"Defender, Midfielder",1709,0,0,0,0,0.6,0.0,0.0,0,7.16,LaLiga,2016,1992,20,5,4,0.4,0.3,1.8,0.1,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marcos Llorente,Deportivo Alaves,21,"Defender, Midfielder",2806,0,2,0,0,0.4,0.0,0.0,0,7.16,LaLiga,2016,1995,31,1,0,0.6,0.8,1.1,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Raúl García,Athletic Bilbao,30,"Midfielder, Forward",2884,0,4,0,0,2.7,0.0,0.0,0,7.16,LaLiga,2016,1986,34,2,10,0.9,0.4,2.3,0.4,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Raúl García,Athletic Bilbao,27,"Midfielder, Forward",2884,0,4,0,0,2.7,0.0,0.0,0,7.16,LaLiga,2016,1989,34,2,10,0.9,0.4,2.3,0.4,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Koke,Atletico Madrid,24,Midfielder,3171,0,8,0,0,0.8,0.0,0.0,0,7.16,LaLiga,2016,1992,36,0,4,2.0,0.4,1.6,0.1,1.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Parejo,Valencia,27,Midfielder,3195,0,7,0,0,1.4,0.0,0.0,0,7.16,LaLiga,2016,1989,36,0,5,1.8,0.9,2.5,0.1,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Deyverson,Deportivo Alaves,25,Forward,2583,0,1,0,0,1.8,0.0,0.0,0,7.16,LaLiga,2016,1991,29,3,7,0.8,0.4,2.1,0.8,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arda Turan,Barcelona,30,"Midfielder, Forward",1244,0,3,0,0,0.8,0.0,0.0,0,7.15,LaLiga,2016,1986,14,4,3,1.5,1.2,1.2,0.2,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafinha,Barcelona,23,Midfielder,1078,0,2,0,0,1.4,0.0,0.0,0,7.15,LaLiga,2016,1993,14,4,6,0.8,0.7,1.8,0.1,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafinha,Barcelona,31,Midfielder,1078,0,2,0,0,1.4,0.0,0.0,0,7.15,LaLiga,2016,1985,14,4,6,0.8,0.7,1.8,0.1,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gabi,Atletico Madrid,33,Midfielder,2897,0,0,0,0,0.7,0.0,0.0,0,7.14,LaLiga,2016,1983,33,1,0,0.7,0.4,1.1,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aritz Aduriz,Athletic Bilbao,35,Forward,2431,0,1,0,0,2.7,0.0,0.0,0,7.14,LaLiga,2016,1981,27,5,16,0.7,0.7,1.8,0.6,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Nzonzi,Sevilla,28,Midfielder,3067,0,3,0,0,0.9,0.0,0.0,0,7.13,LaLiga,2016,1988,34,1,2,0.6,0.9,0.9,0.1,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pedro León,Eibar,30,Midfielder,3010,0,5,0,0,2.3,0.0,0.0,0,7.13,LaLiga,2016,1986,34,3,10,2.3,1.3,0.9,0.3,1.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David López,Espanyol,27,"Defender, Midfielder",3240,0,2,0,0,0.5,0.0,0.0,0,7.12,LaLiga,2016,1989,36,0,3,0.4,0.3,0.9,0.0,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mateo Kovacic,Real Madrid,23,Midfielder,1689,0,3,0,0,0.5,0.0,0.0,0,7.12,LaLiga,2016,1993,19,8,1,0.6,2.2,1.4,0.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Iago Aspas,Celta Vigo,29,"Midfielder, Forward",2320,0,3,0,0,2.4,0.0,0.0,0,7.11,LaLiga,2016,1987,25,7,19,1.6,1.1,2.2,0.4,1.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mario Gaspar,Villarreal,26,"Defender, Midfielder",3240,0,3,0,0,0.9,0.0,0.0,0,7.1,LaLiga,2016,1990,36,0,0,0.6,0.4,0.4,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sergio Ramos,Real Madrid,30,Defender,2489,0,0,0,0,1.3,0.0,0.0,0,7.1,LaLiga,2016,1986,28,0,7,0.2,0.3,1.3,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vitolo,Sevilla,27,Midfielder,2336,0,6,0,0,1.1,0.0,0.0,0,7.08,LaLiga,2016,1989,25,5,6,1.5,2.4,2.6,0.7,1.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Vela,Real Sociedad,27,"Midfielder, Forward",2562,0,2,0,0,1.8,0.0,0.0,0,7.07,LaLiga,2016,1989,31,4,9,1.9,1.7,2.6,0.3,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
