name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Ashley Westwood,Burnley,75,CM,59,63,55,56,60,49,57,55,71,51,77,76,71,75,79,80,74,70,70,77,74,75,76,71,55,74,76,72,66,71,70,71,80,66
Charlie Daniels,Bournemouth,75,LB,71,74,69,61,71,55,62,72,70,53,72,75,69,68,69,74,71,74,70,72,74,74,70,73,67,74,72,76,75,69,64,76,73,68
Stuart Armstrong,Southampton,75,CAM,77,79,76,71,72,70,75,52,75,62,71,64,70,70,71,75,73,74,84,65,73,67,67,64,66,67,61,64,61,71,67,69,82,68
Rob Holding,Arsenal,75,CB,60,58,61,34,40,30,27,38,48,27,59,52,33,30,58,72,57,64,58,67,67,70,72,76,73,75,77,77,75,73,72,73,68,75
Daniel Amartey,Leicester City,75,RB,72,70,74,58,47,46,69,51,75,68,65,62,44,32,68,77,58,69,65,66,70,70,69,75,70,74,74,79,73,83,82,84,86,82
Laurent Depoitre, Huddersfield Town,75,ST,54,48,58,73,78,74,64,62,80,70,59,42,46,29,59,71,65,63,35,48,73,73,68,43,84,32,35,46,38,81,77,69,69,90
Wayne Hennessey,Crystal Palace,75,GK,41,40,41,16,14,12,10,17,34,10,31,11,12,11,41,29,58,22,48,51,23,65,55,16,14,22,13,18,13,48,21,41,29,68
Nathan Redmond,Southampton,75,RM,84,86,83,68,73,66,68,57,75,55,70,72,69,65,61,72,72,80,90,88,79,64,68,25,33,22,23,26,30,49,38,43,69,43
Dwight Gayle,West Bromwich Albion,75,ST,83,85,81,76,82,79,71,73,76,68,58,59,54,75,53,64,48,72,83,81,71,74,75,28,68,35,20,24,14,61,46,72,70,62
Scott Dann,Crystal Palace,75,CB,35,38,33,40,36,40,32,30,52,29,48,30,30,29,58,59,48,48,42,51,60,77,70,77,81,77,77,76,75,70,72,66,56,77
Junior Stanislas,Bournemouth,75,RM,76,76,76,69,73,71,69,61,71,51,73,72,74,77,67,74,74,75,75,63,77,69,67,36,43,60,28,27,29,55,36,44,72,55
Caglar Soyuncu,Leicester City,75,CB,70,67,72,45,42,37,42,52,65,48,51,46,39,37,55,56,49,59,64,58,59,69,59,75,68,71,69,84,80,75,81,68,67,78
Nampalys Mendy,Leicester City,75,CDM,69,71,68,55,55,49,64,55,62,43,71,67,69,48,72,78,66,74,74,87,76,73,70,71,65,74,67,75,74,72,78,76,76,67
Leon Balogun,Brighton and Hove Albion,75,CB,65,60,69,46,49,30,60,39,70,32,60,69,59,38,60,66,47,60,51,51,64,69,66,74,77,73,75,73,74,74,72,73,60,82
Stephen Ward,Burnley,75,LB,61,63,60,60,60,57,54,62,70,66,69,73,69,55,68,73,64,71,63,62,73,79,73,76,73,76,77,76,75,75,80,72,78,72
Tom Davies,Everton,75,CM,67,69,66,62,70,64,58,49,70,42,73,66,58,61,74,80,76,76,74,72,77,69,75,65,57,63,64,69,66,72,83,56,74,68
Fabian Schar,Newcastle United,75,CB,55,60,50,65,66,60,65,78,76,53,70,65,65,66,74,73,68,66,64,61,69,75,70,75,79,76,73,74,73,75,72,88,69,77
Bernardo,Brighton and Hove Albion,75,LB,76,74,77,48,58,28,68,43,72,53,58,61,47,32,53,70,49,66,69,66,70,69,64,75,64,71,75,79,84,72,74,78,76,69
Martin Kelly,Crystal Palace,75,CB,49,46,52,44,42,38,38,58,61,39,60,70,60,35,64,68,39,61,56,53,67,73,75,75,76,72,75,77,76,71,71,68,61,76
Jack Stephens,Southampton,74,CB,59,57,60,42,47,36,42,42,55,34,57,47,55,58,53,72,44,66,63,58,70,73,65,74,75,75,70,77,74,69,68,63,66,72
Moritz Bauer,Stoke City,74,RB,82,78,86,46,67,34,57,52,61,32,69,75,72,60,69,69,65,73,72,71,70,76,73,71,61,68,72,74,75,71,72,72,74,68
Ben Gibson,Burnley,74,CB,60,61,59,26,24,24,28,21,33,20,45,28,31,22,57,65,29,51,57,69,62,70,55,75,74,73,76,75,74,72,68,75,63,77
Kyle Naughton,Swansea City,74,RB,74,74,74,52,54,45,52,47,68,52,65,71,43,28,66,73,59,67,71,70,68,70,67,74,70,73,73,77,77,70,68,73,74,68
Ezequiel Schelotto,Brighton and Hove Albion,74,RB,71,67,75,61,73,52,65,54,75,59,68,75,67,57,65,69,62,73,67,65,73,74,66,71,64,72,73,72,70,76,85,70,85,69
Steven Davis,Southampton,74,CM,55,60,51,61,66,58,63,62,63,64,75,72,73,69,75,79,75,74,72,75,75,77,83,63,53,67,60,66,67,63,74,74,63,57
Marc Navarro,Watford,74,RB,69,70,68,56,63,53,57,35,71,32,69,76,62,51,65,74,60,65,63,63,74,69,60,74,75,73,73,75,73,66,59,41,69,69
Jake Livermore,West Bromwich Albion,74,CM,63,65,61,64,61,59,70,57,72,59,71,65,69,58,73,77,69,70,65,72,75,74,78,73,69,72,78,72,66,79,78,69,84,77
Dan Gosling,Bournemouth,74,CM,56,59,54,69,75,66,73,61,71,64,72,68,57,57,72,78,73,70,62,70,73,70,77,69,65,73,69,69,68,69,73,68,73,65
Bruno Martins Indi,Stoke City,74,CB,54,53,55,42,42,38,40,38,56,32,59,71,30,38,68,67,40,57,52,60,61,65,68,73,74,72,72,75,74,79,83,60,65,86
Mame Diouf,Stoke City,74,ST,88,87,89,71,76,70,66,75,75,66,61,64,57,36,44,66,67,66,77,60,65,71,67,67,78,67,62,69,65,84,81,86,90,82
Miguel Angel Britos,Watford,74,CB,38,37,38,34,24,37,31,51,30,22,50,43,47,52,64,60,31,51,45,53,58,67,66,75,74,75,76,75,72,73,85,77,50,79
Alex Pritchard,Huddersfield Town,74,CAM,70,75,66,69,71,67,69,66,76,63,74,70,75,77,72,74,76,75,75,85,76,66,68,41,42,40,40,40,43,47,67,48,62,32
Adrian Mariappa,Watford,74,CB,54,57,52,34,53,27,34,44,47,21,57,57,33,22,61,63,58,62,58,74,65,75,64,74,77,69,74,76,77,69,69,78,61,72
Craig Cathcart,Watford,74,CB,44,40,47,37,27,29,41,28,56,30,55,39,39,39,62,71,47,53,59,56,59,68,70,75,76,72,75,77,75,71,70,67,59,77
Dominic Calvert-Lewin,Everton,74,ST,82,78,86,68,71,69,61,54,76,63,58,63,51,42,40,65,60,74,73,64,74,71,64,37,75,34,38,31,23,73,68,78,75,73
Younes Kaboul,Watford,74,CB,42,34,48,43,51,21,56,54,75,34,56,56,44,43,54,64,51,54,49,44,59,60,65,73,80,74,69,75,74,73,81,76,43,84
Sebastian Prodl,Watford,74,CB,31,32,31,36,37,34,32,35,47,22,50,44,32,38,49,60,46,39,29,28,54,68,68,75,81,73,74,77,74,75,85,34,51,88
Lee Grant,Manchester United,74,GK,49,52,46,19,14,17,19,20,24,15,37,19,17,19,40,43,50,28,56,56,34,69,60,16,14,26,12,13,19,57,42,73,39,71
 Adama Diakhaby,Huddersfield Town,74,ST,86,87,85,71,75,75,63,71,71,61,65,66,54,39,55,72,67,74,78,64,68,74,65,24,74,14,22,17,16,53,32,70,59,57
Ryan Shawcross,Stoke City,74,CB,45,42,47,37,26,39,28,48,44,35,48,30,34,24,70,60,40,50,46,49,56,73,64,73,77,68,75,73,75,82,83,70,76,86
Danny Simpson,Leicester City,74,RB,58,63,54,38,58,27,54,54,37,50,61,65,44,32,59,64,63,67,63,78,69,82,70,78,70,79,80,79,78,71,80,77,70,68
Jordon Ibe,Bournemouth,74,RM,80,83,78,67,71,63,72,63,77,50,67,67,65,53,61,70,69,80,80,81,77,65,68,41,35,48,35,45,40,63,50,57,67,66
Ashley Williams,Stoke City,74,CB,50,48,51,43,28,37,40,45,64,34,53,32,34,23,73,63,53,58,52,59,61,67,66,72,72,74,74,70,70,75,85,68,54,83
Joselu,Newcastle United,74,ST,59,58,59,72,78,72,68,70,77,71,64,58,73,62,49,70,68,71,64,52,75,74,62,30,79,25,23,27,20,70,59,67,65,77
Gaetan Bong,Brighton and Hove Albion,74,LB,66,63,68,41,63,29,53,40,58,16,69,73,64,35,70,73,65,70,67,64,74,72,68,75,60,75,78,78,75,71,70,70,69,73
Artur Boruc,Bournemouth,74,GK,38,37,39,15,17,11,15,21,21,13,26,12,13,19,34,25,40,22,40,40,18,69,63,19,11,25,15,20,20,54,38,73,31,69
Christian Atsu,Newcastle United,74,LM,90,92,88,67,72,64,66,73,72,58,67,65,70,58,62,70,70,78,88,92,74,72,64,34,47,35,30,33,32,47,43,66,68,36
Florent Hadergjonaj,Huddersfield Town,74,RB,78,79,78,48,57,47,41,44,59,41,67,77,44,42,68,72,60,71,71,71,74,69,63,69,63,68,67,73,74,67,64,70,75,64
Luciano Narsingh,Swansea City,74,RW,91,91,91,64,70,68,54,58,65,62,66,74,69,59,42,71,70,75,80,77,75,70,71,25,40,20,20,28,22,53,28,34,53,65
Aaron Wan-Bissaka,Crystal Palace,74,RB,87,86,87,47,62,44,46,56,51,43,60,64,47,45,52,66,60,70,83,71,67,65,55,74,59,70,76,76,81,66,63,60,70,66
Bruno Saltor,Brighton and Hove Albion,74,RB,55,57,53,45,58,33,46,45,65,55,72,75,66,51,72,77,68,72,66,66,78,82,78,78,64,80,79,80,76,64,74,56,55,66
Stefano Okaka,Watford,74,ST,64,56,71,71,70,70,67,66,81,66,57,50,58,48,29,70,62,71,54,45,77,70,71,30,77,21,29,25,20,81,73,74,65,93
 Manquillo,Newcastle United,74,LB,75,74,75,45,69,32,44,46,69,37,62,73,72,46,62,71,39,72,71,65,74,69,64,71,64,72,67,75,74,68,67,66,78,64
Ibrahim Afellay,Stoke City,74,CAM,68,72,64,69,67,67,68,70,74,72,75,74,78,75,72,77,72,77,74,77,78,71,76,54,46,62,36,67,58,57,51,73,49,62
Lazar Markovic,Liverpool,74,RM,84,82,85,66,70,66,64,70,65,68,70,69,79,62,64,72,70,80,89,75,79,73,72,41,58,49,32,39,37,49,41,78,49,49
Leroy Fer,Swansea City,74,CM,70,67,72,72,70,67,74,72,85,66,69,67,49,44,75,75,69,74,71,51,73,71,72,70,78,69,67,70,69,81,82,83,86,77
Charlie Taylor,Burnley,74,LB,73,77,69,54,63,49,59,45,63,43,69,75,69,61,67,71,65,72,72,71,72,71,70,73,70,72,74,74,72,71,74,73,73,69
Oghenekaro Etebo,Stoke City,74,CDM,81,83,79,65,62,60,60,69,81,66,70,61,62,66,73,75,69,76,85,78,75,76,61,72,69,70,71,74,77,70,63,81,73,71
Adam Masina,Watford,74,LB,70,63,75,38,58,26,41,31,59,37,67,78,64,35,68,69,58,67,63,43,69,69,72,71,70,72,68,74,74,76,66,64,86,76
Erik Pieters,Stoke City,74,LB,67,67,67,40,64,32,36,59,51,34,68,69,70,56,62,73,65,69,62,62,71,70,66,75,74,75,75,76,74,82,88,72,79,83
Ramadan Sobhi,Huddersfield Town,74,LM,73,71,75,63,73,61,65,65,65,61,72,71,70,63,67,76,74,79,73,68,80,66,75,44,63,38,38,47,49,64,57,58,66,67
Maarten Stekelenburg,Everton,73,GK,33,30,36,12,12,11,11,23,13,11,32,18,13,13,37,39,40,23,30,27,31,72,59,15,14,26,9,15,14,57,41,55,30,77
Kevin Long,Burnley,73,CB,56,58,54,35,48,29,27,32,56,26,50,38,38,32,55,60,50,56,57,56,58,66,66,73,76,71,72,73,72,74,75,79,66,77
Tom Ince,Stoke City,73,RW,78,80,77,68,73,69,70,68,70,44,67,70,75,73,59,67,67,77,86,81,75,68,67,33,40,33,33,35,21,54,38,55,70,52
Jairo Riedewald,Crystal Palace,73,CDM,64,65,63,51,53,46,49,42,69,45,68,65,35,35,75,77,64,69,69,61,75,65,62,73,69,74,73,74,72,68,69,67,67,68
Adalberto Penaranda,Watford,73,ST,76,78,75,71,72,71,69,77,70,75,67,64,65,63,56,69,75,77,77,63,78,70,65,36,64,36,26,37,31,59,62,60,46,64
Jeffrey Schlupp,Crystal Palace,73,LB,86,83,89,63,71,60,56,67,75,64,65,69,62,34,55,71,64,71,78,77,66,71,64,69,64,68,68,70,71,74,70,75,75,75
Ryan Fredericks,West Ham United,73,RB,93,92,94,51,66,47,46,61,58,51,64,71,64,42,60,69,58,73,77,76,69,68,61,67,52,64,69,69,71,69,73,62,77,65
Yohan Benalouane,Leicester City,73,CB,52,49,54,39,46,24,39,38,68,51,57,61,51,52,61,64,40,53,56,58,59,65,63,72,68,76,69,75,69,73,87,77,51,77
Shane Long,Southampton,73,ST,78,79,78,70,75,70,65,72,76,68,60,70,54,37,49,62,63,70,68,72,69,74,68,36,74,42,31,27,24,71,80,94,67,68
Phil Foden,Manchester City,73,CAM,74,78,71,61,68,61,61,44,70,43,71,64,68,53,70,76,74,75,86,86,75,68,73,55,47,58,56,58,47,55,62,50,70,45
Markus Suttner,Brighton and Hove Albion,73,LB,69,71,67,58,51,48,68,38,75,63,72,79,75,79,65,73,65,72,72,72,73,72,72,70,61,70,71,71,72,68,68,72,72,65
Chris Brunt,West Bromwich Albion,73,CM,53,54,53,71,66,62,77,74,86,70,78,86,86,76,76,75,73,71,62,61,76,72,68,67,61,67,71,66,63,67,69,67,60,69
Eldin Jakupovic,Leicester City,73,GK,47,46,47,15,11,12,11,22,25,15,33,11,11,14,34,39,52,21,38,45,22,59,62,15,12,24,14,12,11,51,45,66,31,62
Karl Darlow,Newcastle United,73,GK,55,59,52,14,18,14,11,19,13,15,27,12,19,16,28,32,36,27,63,64,29,65,53,15,12,26,15,11,12,46,13,67,44,58
Solly March,Brighton and Hove Albion,73,LM,80,78,82,68,67,66,71,55,74,54,70,72,70,64,64,70,72,77,78,77,74,64,70,48,40,30,63,50,42,60,55,35,68,61
Chris Lowe,Huddersfield Town,73,LB,73,77,69,60,62,53,64,74,72,52,68,71,71,65,67,69,65,70,73,76,70,73,68,71,58,73,72,71,72,67,68,76,77,60
Kyle Bartley,West Bromwich Albion,73,CB,55,58,53,27,25,24,20,46,36,23,49,39,33,34,53,65,38,50,41,45,63,62,66,72,77,68,73,73,70,82,81,55,71,90
Wes Hoolahan,West Bromwich Albion,73,CAM,56,60,52,66,64,63,67,77,70,62,75,72,73,67,72,76,81,76,70,88,80,66,73,43,43,35,42,51,36,49,39,33,52,53
Isaac Success,Watford,73,RM,79,73,84,68,72,69,58,68,80,55,64,73,56,54,55,68,61,75,68,56,79,68,63,35,64,20,41,33,24,67,45,80,62,77
Joel Ward,Crystal Palace,73,RB,59,55,62,52,64,46,59,40,64,33,66,72,43,34,69,69,66,66,61,60,69,74,72,76,73,76,74,77,78,72,74,65,72,71
Tommy Smith,Huddersfield Town,73,RB,71,74,69,34,67,38,22,41,29,20,67,74,59,41,62,70,68,66,60,63,70,74,63,70,66,69,69,74,71,71,71,62,76,69
Sam Clucas,Stoke City,73,LM,71,68,74,67,64,67,68,65,67,68,72,71,65,67,70,76,72,72,66,63,72,68,69,65,60,68,67,66,57,72,56,72,91,68
Mike van der Hoorn,Swansea City,73,CB,38,34,42,45,40,42,31,40,73,26,48,41,33,31,62,57,37,47,32,37,54,62,62,75,80,70,76,78,70,74,64,83,57,85
Diogo Dalot,Manchester United,72,RB,73,73,73,58,68,52,59,43,76,44,65,75,75,44,58,69,54,73,69,63,74,76,73,69,65,68,72,68,67,75,80,78,79,71
Rajiv van La Parra,Huddersfield Town,72,LM,82,79,84,59,68,58,54,63,67,51,64,64,67,57,60,68,62,79,75,75,78,65,66,39,38,34,36,48,36,63,58,55,63,66
Gareth Barry,West Bromwich Albion,72,CDM,32,30,33,63,58,56,69,72,74,63,73,75,76,71,71,76,68,68,43,60,76,71,81,73,69,68,80,73,65,68,74,70,50,74
Jacob Murphy,Newcastle United,72,RM,80,77,82,68,68,66,73,68,73,50,68,69,75,62,60,68,71,75,78,75,70,64,65,33,40,18,34,38,39,55,31,46,66,59
Emiliano Martinez,Arsenal,72,GK,58,59,57,18,12,16,16,42,18,23,33,22,22,20,46,27,50,25,49,49,26,64,53,17,26,13,11,20,20,49,37,60,14,70
Isaac Hayden,Newcastle United,72,CDM,60,55,64,52,53,48,56,49,62,33,62,43,45,38,68,73,65,66,57,60,72,67,63,70,65,68,70,72,70,73,79,68,70,73
Jason Puncheon,Crystal Palace,72,CM,59,61,58,68,73,66,68,73,70,65,74,74,75,74,74,75,74,72,68,84,74,74,74,62,46,59,68,63,58,64,72,60,58,64
Danny Ward,Leicester City,72,GK,45,46,44,15,7,11,16,20,25,13,28,13,15,14,42,30,38,26,38,53,23,70,56,16,13,20,8,20,18,44,25,64,22,60
Rob Elliot,Newcastle United,72,GK,48,47,48,13,12,11,12,43,11,13,26,16,16,12,31,28,37,25,54,42,22,67,52,15,13,22,15,12,15,49,12,52,32,71
Martin Olsson,Swansea City,72,LB,80,77,83,62,66,55,64,49,75,65,67,70,66,53,66,68,66,70,72,64,70,71,72,69,60,65,71,72,69,74,74,73,80,72
Harvey Barnes,West Bromwich Albion,72,LM,74,77,72,69,71,70,75,49,71,50,67,68,70,52,60,69,72,74,74,75,70,64,58,45,41,43,43,49,47,55,47,44,69,53
Paulo Gazzaniga,Tottenham Hotspur,72,GK,64,63,65,22,13,12,19,41,49,8,36,21,33,21,49,32,52,28,64,49,20,59,55,19,14,16,23,20,11,54,32,66,45,67
Lucas Piazon,Chelsea,72,RW,69,69,69,72,71,73,70,73,70,74,72,71,75,73,68,75,72,73,72,69,77,70,79,34,53,31,27,32,47,55,44,39,66,55
James Morrison,West Bromwich Albion,72,CAM,57,60,55,73,70,70,74,69,80,80,73,78,64,60,70,74,72,73,70,77,75,70,74,59,63,59,53,63,65,62,69,51,60,61
Benik Afobe,Stoke City,72,ST,80,76,83,71,73,76,64,72,68,70,60,46,65,57,52,68,64,68,69,65,70,68,70,29,66,25,31,22,17,71,60,77,64,78
Ademola Lookman,Everton,72,LM,81,84,79,69,68,72,66,65,69,58,61,64,48,52,44,68,64,80,85,78,75,63,56,28,49,33,24,24,25,58,65,65,63,51
David Brooks,Bournemouth,72,RM,75,73,76,60,68,66,50,58,58,50,68,65,53,48,64,74,73,75,83,79,73,70,76,31,40,34,28,31,28,52,44,59,69,45
Peter Crouch,Stoke City,72,ST,32,31,32,73,80,75,62,74,75,83,65,57,58,50,63,70,72,64,46,28,77,77,80,35,85,27,37,26,20,61,70,31,43,70
Kristoffer Nordfeldt,Swansea City,72,GK,53,55,52,14,15,13,12,13,19,11,29,11,20,11,26,41,34,26,58,46,24,70,28,13,13,23,7,13,15,54,24,83,33,74
Yves Bissouma,Brighton and Hove Albion,72,CM,72,74,71,61,67,50,72,58,80,38,70,65,62,75,70,73,72,74,72,76,74,66,70,67,60,68,62,72,68,65,64,59,64,67
Rob Green,Chelsea,72,GK,38,46,32,14,13,12,11,21,22,12,28,19,16,13,14,26,58,22,47,40,15,70,49,14,15,20,14,12,11,45,26,68,26,59
Erwin Mulder,Swansea City,72,GK,38,35,40,22,11,20,15,25,39,14,29,15,14,12,34,33,41,25,36,38,30,71,35,16,19,18,16,15,13,53,31,75,36,69
Beram Kayal,Brighton and Hove Albion,72,CM,66,65,66,61,62,54,67,58,72,53,70,65,58,57,72,74,72,72,74,72,71,67,72,68,64,67,68,71,68,78,83,92,88,69
Matty James,Leicester City,72,CM,57,62,53,61,66,59,58,52,72,44,73,69,68,68,74,76,71,70,61,69,76,70,73,68,63,69,69,70,66,70,69,69,70,70
Adam Federici,Stoke City,72,GK,45,44,46,18,16,18,14,41,17,19,32,19,27,21,25,28,63,28,50,42,27,72,61,19,18,22,27,11,18,57,44,72,38,70
Ryan Woods,Stoke City,72,CDM,72,75,69,54,58,49,60,49,61,57,70,65,63,55,77,73,69,75,87,87,74,68,63,64,48,68,67,65,63,75,74,83,90,67
Tom Carroll,Swansea City,72,CM,66,67,65,58,65,57,58,56,59,58,74,68,66,65,74,80,74,70,78,74,76,72,68,56,46,57,60,56,47,51,47,45,75,42
Declan Rice,West Ham United,72,CDM,61,58,64,33,36,26,34,30,46,33,60,39,35,32,68,72,66,62,46,56,66,64,67,73,67,74,74,75,71,71,68,72,71,73
Isaac Mbenza,Huddersfield Town,72,ST,86,85,86,70,72,69,70,55,77,59,68,72,74,64,67,70,60,71,77,60,70,64,64,36,59,21,47,30,25,66,47,75,65,74
 Connor Wickham,Crystal Palace,71,ST,56,53,58,72,68,74,67,75,76,62,61,62,53,67,57,62,60,66,54,52,70,72,65,30,75,18,29,28,20,73,72,67,57,81
Elias Kachunga,Huddersfield Town,71,RM,79,78,79,69,71,70,66,65,72,68,63,66,66,46,54,66,66,72,71,73,71,71,69,42,72,25,35,53,32,71,67,78,76,70
Andy King,Leicester City,71,CM,64,66,62,69,72,68,69,60,72,67,67,59,64,59,67,72,69,69,69,60,69,72,69,69,73,69,68,70,67,71,63,75,71,74
Marc Pugh,Bournemouth,71,LM,66,71,62,66,72,68,66,64,67,49,67,69,60,69,59,69,69,74,73,66,74,69,71,47,66,37,55,44,31,65,60,62,70,64
Oleksandr Zinchenko,Manchester City,71,LB,68,73,64,65,69,59,70,59,75,60,77,79,78,74,76,75,78,76,77,79,74,73,67,67,59,68,68,68,66,59,67,66,67,52
Oliver McBurnie,Swansea City,71,ST,68,64,72,68,72,72,57,60,73,58,52,40,42,31,37,64,63,68,59,65,68,68,59,28,71,21,32,19,14,74,60,69,74,80
Darren Fletcher,Stoke City,71,CM,44,44,44,65,57,59,69,62,76,62,71,73,70,56,73,74,68,66,53,61,74,72,79,73,78,71,74,72,71,70,75,67,63,72
Danny Williams,Huddersfield Town,71,CM,71,74,68,68,67,66,68,50,78,68,65,66,54,48,67,71,60,73,71,68,68,73,68,70,69,69,69,71,72,80,86,80,89,73
Saido Berahino,Stoke City,71,ST,73,75,72,71,74,71,67,71,74,67,56,47,62,61,55,62,53,71,64,71,72,67,67,27,66,33,20,18,23,61,43,55,64,68
Ainsley Maitland-Niles,Arsenal,71,CM,84,82,85,59,66,56,62,54,65,44,68,64,60,36,69,74,70,73,76,70,72,69,74,60,38,66,57,66,60,65,58,55,69,66
Bersant Celina,Swansea City,71,LM,78,79,78,70,64,71,73,69,71,55,69,66,69,74,64,69,74,75,78,81,74,67,68,23,50,16,26,19,15,56,50,47,52,62
Phil Bardsley,Burnley,71,RB,53,57,50,59,58,47,66,56,83,43,63,67,66,33,62,69,56,66,65,62,68,74,67,73,69,71,71,75,77,74,85,73,71,71
Angus Gunn,Southampton,71,GK,49,48,49,18,14,15,17,25,24,19,32,14,20,15,41,32,50,27,40,42,27,65,54,18,14,22,20,16,14,49,28,64,31,64
James McClean,Stoke City,71,LW,77,76,77,66,70,66,62,65,70,59,69,73,68,66,65,68,69,73,75,73,72,70,65,58,67,51,62,56,59,75,88,68,78,69
Ken Sema,Watford,71,LM,79,77,81,64,63,59,68,44,77,61,67,66,67,72,59,68,72,74,70,82,73,68,62,42,34,40,36,49,48,72,63,50,72,78
Jonjoe Kenny,Everton,71,RB,72,73,72,36,61,28,30,53,50,33,61,69,56,49,60,64,55,63,68,71,58,67,63,73,64,76,71,74,75,66,69,72,68,63
Wayne Routledge,Swansea City,71,RM,69,70,69,64,70,64,55,63,68,71,69,72,61,28,70,72,70,74,77,87,73,71,69,40,34,39,43,37,46,56,36,71,53,63
Barrie McKay,Swansea City,71,LW,88,89,87,63,66,64,69,50,60,47,67,65,63,65,65,69,70,74,91,87,70,64,55,38,37,49,33,36,39,42,38,58,65,30
Juan Foyth,Tottenham Hotspur,71,CB,71,71,71,45,46,43,39,47,56,43,55,41,41,47,49,69,52,68,72,72,69,73,57,71,69,72,70,73,70,65,58,72,65,68
Jan Bednarek,Southampton,71,CB,63,57,68,22,26,19,23,32,25,20,52,44,23,26,47,67,52,48,56,61,55,65,59,71,73,66,69,75,70,71,67,72,63,77
Cuco Martina,Stoke City,71,RB,64,62,65,52,58,45,60,51,61,44,64,74,65,45,60,65,59,63,67,59,64,72,65,70,66,71,68,73,72,73,71,87,76,71
Scott McTominay,Manchester United,71,CM,64,62,65,61,61,58,61,59,71,53,68,66,50,34,69,75,71,66,61,51,73,67,74,69,72,73,68,69,64,74,72,66,71,78
Bakary Sako,West Bromwich Albion,71,LM,75,75,75,72,72,68,78,70,77,63,68,77,74,74,61,63,69,71,67,67,69,67,69,38,60,40,35,33,35,76,75,59,70,81
Kieran Dowell,Everton,70,CAM,64,63,64,68,64,68,73,64,68,58,69,64,60,69,67,71,73,72,69,71,71,60,70,44,52,33,45,46,52,53,48,48,52,56
Dominic Solanke,Liverpool,70,ST,69,67,70,68,67,71,57,71,73,65,61,54,54,42,58,70,63,72,69,67,75,63,64,24,64,22,20,15,22,62,34,67,65,72
Oliver Burke,West Bromwich Albion,70,RM,90,85,94,62,64,67,53,42,70,48,60,63,62,38,55,65,59,71,70,69,69,65,64,36,44,34,34,38,27,69,59,50,62,79
Tyrone Mings,Bournemouth,70,LB,69,62,74,37,57,35,30,45,41,30,61,70,45,37,59,65,54,65,58,48,65,65,59,70,63,70,70,71,70,76,73,62,71,81
Fousseni Diabate,Leicester City,70,LM,78,80,76,64,71,67,59,59,64,56,60,64,43,38,58,64,62,75,82,77,73,64,57,23,62,20,20,17,14,50,33,51,64,50
Juninho Bacuna,Huddersfield Town,70,CM,69,72,67,63,60,55,68,59,76,61,68,68,66,64,68,70,67,74,68,64,75,68,64,61,61,68,68,54,43,70,78,70,70,67
Matt Targett,Southampton,70,LB,73,71,75,37,49,36,38,51,34,37,63,73,63,62,62,66,49,69,69,63,70,67,59,69,58,67,70,73,70,66,63,60,67,67
Boaz Myhill,West Bromwich Albion,70,GK,44,41,46,16,13,11,12,42,27,11,30,11,13,12,32,39,40,29,51,48,35,66,46,18,13,25,22,11,16,46,21,68,29,63
Charlie Adam,Stoke City,70,CM,40,48,34,74,68,67,78,80,87,76,76,83,85,81,71,73,76,67,50,53,72,61,62,60,70,58,61,59,54,75,88,83,51,81
Nathan Dyer,Swansea City,70,RM,81,84,79,67,68,64,71,70,73,52,63,63,58,42,60,69,60,76,85,92,73,66,67,41,32,35,43,45,48,56,69,71,62,47
Pape Souare,Crystal Palace,70,LB,70,71,69,50,73,43,52,49,60,43,68,73,68,63,66,68,64,68,71,68,69,70,65,69,60,67,74,69,71,65,71,81,59,63
Lys Mousset,Bournemouth,70,ST,76,75,76,70,65,69,70,75,76,53,52,48,47,41,44,57,55,71,71,68,70,62,60,25,67,22,19,20,17,61,37,69,62,69
Alexander Sorloth,Crystal Palace,70,ST,71,67,74,70,65,72,64,63,75,64,56,51,61,51,51,59,57,65,44,56,66,61,68,25,70,19,19,21,21,74,67,54,69,81
Jonathan Williams,Crystal Palace,70,CAM,66,72,61,61,66,61,60,60,61,51,65,64,47,43,66,68,69,75,90,89,74,61,72,41,39,39,48,38,36,56,55,58,62,54
Philip Billing,Huddersfield Town,70,CDM,57,53,61,64,60,58,73,46,74,63,66,53,64,50,72,74,67,66,54,55,70,64,64,69,70,69,68,72,66,68,65,61,62,73
Declan John,Swansea City,70,LB,88,89,87,56,57,54,52,60,67,46,63,72,68,46,62,68,50,74,87,83,70,65,61,61,54,65,55,66,65,64,56,57,75,63
Jay Fulton,Swansea City,70,CDM,65,67,64,54,57,52,50,51,67,45,64,54,49,33,69,73,64,66,69,67,72,57,67,68,68,66,66,71,73,73,75,57,69,76
Philippe Sandler,Manchester City,69,CB,67,66,67,39,40,23,52,46,63,28,62,32,62,70,71,70,67,69,63,57,70,62,63,69,64,65,69,72,68,67,61,69,61,72
Callum Hudson-Odoi,Chelsea,69,LW,85,86,84,59,60,60,57,55,60,52,64,61,63,54,63,69,62,73,82,71,70,61,64,30,53,23,22,33,36,61,50,54,57,69
