name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Mathieu Flamini,Crystal Palace,76,CDM,65.5,67,64,68.16666667,69,60,68,61,78,73,67.33333333,68,65,56,71,76,68,68,62,72,73,74,0,74.6,70,77,74,76,76,76.25,83,70,77,75
Charlie Adam,Stoke City,76,CM,50.5,55,46,79.16666667,77,74,81,83,85,75,80,82,79,76,81,81,81,72,63,68,76,68,0,61,69,60,58,61,57,74,88,66,65,77
Pedro Obiang,West Ham United,76,CDM,68.5,69,68,61.16666667,62,50,63,58,74,60,69.5,68,56,62,77,79,75,72,72,62,78,67,0,73.2,70,74,70,78,74,74.5,70,74,76,78
Saido Berahino,West Bromwich Albion,76,ST,82.5,85,80,74.83333333,79,80,68,73,81,68,57.66666667,51,63,61,55,62,54,76,74,71,77,71,0,32.2,67,33,20,18,23,58.75,47,62,64,62
Aaron Cresswell,West Ham United,76,LB,78,78,78,58.33333333,60,53,62,59,71,45,72,80,75,69,68,72,68,76,78,90,75,68,0,71.6,58,71,76,75,78,73.25,68,85,83,57
Darren Randolph, West Ham United,75,GK,42.5,41,44,20.16666667,11,14,14,30,36,16,24.16666667,11,15,14,34,33,38,14,50,43,33,66,0,15,16,18,13,14,14,45.25,29,61,31,60
James Morrison,West Bromwich Albion,75,CM,68.5,69,68,75.83333333,73,72,78,69,80,83,72.5,83,64,63,73,78,74,78,77,77,77,75,0,58.4,54,59,55,60,64,64,69,51,77,59
Shay Given,Stoke City,75,GK,41.5,39,44,24.16666667,13,14,12,44,42,20,24.5,12,20,13,33,38,31,13,45,54,24,74,0,15.4,13,27,14,11,12,50.5,43,73,29,57
Andrew Surman,Bournemouth,75,CM,63,64,62,63.66666667,65,63,65,67,67,55,71.83333333,68,61,68,76,82,76,72,63,73,74,69,0,63.2,59,65,62,68,62,72,68,71,80,69
Wayne Hennessey,Crystal Palace,75,GK,40.5,40,41,16.16666667,14,12,10,17,34,10,19.5,11,12,11,13,12,58,8,50,51,12,64,0,16.4,14,22,15,18,13,39.75,21,41,29,68
Pierre-Emile Hojbjerg,Southampton,75,CM,68,68,68,62.33333333,62,52,73,51,76,60,71.5,66,69,70,74,76,74,75,73,75,77,75,0,67,60,74,65,72,64,73.75,78,64,78,75
Craig Gardner,West Bromwich Albion,75,CM,54,55,53,76.66666667,72,65,84,81,87,71,72.5,70,70,76,75,74,70,68,69,74,76,76,0,70.6,68,70,70,72,73,77.5,87,66,84,73
Joel Robles,Everton,75,GK,50.5,49,52,17,16,11,11,15,36,13,20.33333333,12,11,20,26,15,38,15,47,41,25,67,0,14.8,12,22,15,11,14,47.25,23,64,30,72
Christian Atsu,Newcastle United,75,RM,91.5,94,89,67.83333333,73,65,66,73,72,58,65.16666667,67,70,44,65,75,70,79,88,92,76,73,0,37.2,50,35,29,37,35,54.25,49,67,56,45
Jeremy Pied,Southampton,75,RB,77.5,77,78,71.16666667,70,68,74,63,83,69,74.16666667,78,75,73,75,77,67,75,78,77,75,68,0,71.4,71,73,71,72,70,74,77,70,80,69
Dwight Gayle,Newcastle United,75,ST,84.5,86,83,73.83333333,78,79,72,73,73,68,55.33333333,59,50,75,52,62,34,69,84,80,71,74,0,29.8,68,35,12,21,13,61,46,71,66,61
Jonathan Walters,Stoke City,75,ST,67.5,67,68,71.83333333,75,75,69,72,73,67,66.16666667,75,64,56,61,72,69,72,76,68,73,74,0,59.2,74,61,61,56,44,83,81,76,91,84
Oriol Romeu, Southampton,75,CDM,60.5,66,55,42.33333333,50,25,43,54,60,22,59.66666667,37,49,53,71,78,70,55,60,59,71,66,0,71.8,65,76,73,77,68,77.25,83,67,75,84
Oumar Niasse,Everton,75,ST,82,88,76,72.83333333,74,75,71,67,76,74,53.33333333,56,63,39,35,64,63,73,72,68,73,70,0,35.2,74,35,20,23,24,70.25,56,70,78,77
Neil Taylor,Swansea City,75,LB,73,78,68,43.66666667,60,30,47,44,46,35,62.83333333,68,69,34,70,72,64,68,70,83,74,64,0,75.4,63,78,75,79,82,69.5,66,74,74,64
Matthew Lowton,Burnley,75,RB,76.5,77,76,62.16666667,60,49,68,49,72,75,61.5,75,62,40,61,71,60,69,69,65,72,76,0,72.2,69,74,70,74,74,76,74,77,83,70
Matz Sels,Newcastle United,75,GK,36,37,35,21.83333333,18,16,18,22,38,19,26.16666667,16,17,17,30,32,45,19,36,34,33,72,0,14.8,14,13,20,13,14,46.25,24,64,30,67
Jack Colback,Newcastle United,75,CDM,66.5,68,65,58,53,54,64,59,71,47,65.66666667,61,60,59,74,79,61,69,75,73,75,72,0,69.8,56,74,69,74,76,77.5,84,79,86,61
Joel Ward,Crystal Palace,75,RB,68.5,68,69,52.66666667,64,46,63,40,70,33,59.5,73,43,34,69,70,68,64,66,63,67,73,0,76.8,75,77,77,78,77,73.75,74,66,77,78
Damien Delaney,Crystal Palace,75,CB,44.5,43,46,44.5,33,32,59,66,49,28,48,51,32,49,60,51,45,28,30,41,55,71,0,75.2,77,73,75,75,76,76,85,58,75,86
Nathan Redmond,Southampton,75,RM,86.5,89,84,65.66666667,71,66,71,60,71,55,68.16666667,71,69,65,63,69,72,79,90,84,77,63,0,25.8,33,22,18,26,30,49.75,38,48,70,43
Michael Keane,Burnley,75,CB,68.5,70,67,36.5,23,41,43,48,34,30,48.5,49,32,25,67,71,47,59,46,59,64,68,0,76.6,78,75,76,78,76,73.5,55,80,77,82
Alvaro Arbeloa Coca,West Ham United,75,RB,66.5,63,70,54.66666667,59,53,47,49,72,48,62.33333333,73,56,47,68,73,57,54,59,60,65,77,0,76.6,65,78,79,79,82,72.5,78,68,67,77
Modou Barrow,Swansea City,75,RW,91.5,91,92,64.16666667,71,68,64,58,70,54,61.83333333,65,55,55,62,69,65,82,88,86,74,75,0,38.6,43,50,30,36,34,57.75,50,50,70,61
Matt Phillips,West Bromwich Albion,75,RM,89,90,88,65.83333333,67,68,74,61,80,45,64.83333333,77,65,48,65,66,68,76,81,71,74,66,0,36.4,50,28,29,40,35,64.5,55,51,74,78
Joe Ledley,Crystal Palace,75,CM,66.5,66,67,65.33333333,67,64,67,71,70,53,69.83333333,68,72,53,72,77,77,67,64,72,73,76,0,70.2,73,70,72,71,65,77.75,70,79,84,78
Kyle Naughton,Swansea City,75,RB,75.5,76,75,53,54,45,52,47,68,52,56.66666667,71,43,28,66,73,59,64,71,71,68,70,0,74.2,70,73,71,78,79,70.75,68,73,74,68
Harry Arter,Bournemouth,75,CM,69,69,69,70,68,70,75,68,76,63,70.5,62,64,70,74,78,75,72,76,76,73,71,0,60.8,49,71,56,70,58,76.25,84,70,77,74
Mike van der Hoorn,Swansea City,75,CB,53,40,66,42,40,42,31,40,73,26,42.66666667,36,33,31,62,57,37,45,37,40,54,62,0,75.2,82,70,75,79,70,73.75,64,83,59,89
Arouna Kone,Everton,75,ST,76.5,75,78,72.33333333,73,73,70,67,80,71,59.33333333,61,57,56,49,67,66,75,75,61,75,71,0,38.2,72,28,22,43,26,70.5,47,78,73,84
Lewis Dunk,Brighton & Hove Albion,75,CB,59.5,54,65,29,23,37,12,36,42,24,42.33333333,27,23,28,65,66,45,58,52,44,62,72,0,74.2,75,78,71,74,73,71,80,52,70,82
Ilori,Liverpool,75,CB,68.5,67,70,36.16666667,32,39,34,41,43,28,44,35,31,33,63,59,43,52,61,53,67,73,0,76.6,72,78,78,79,76,68.75,61,70,68,76
Peter Crouch,Stoke City,75,ST,48,47,49,76,80,77,70,74,75,80,63.16666667,59,57,50,63,76,74,62,56,29,77,78,0,36.6,83,23,31,26,20,62,70,34,70,74
Arthur Masuaku,West Ham United,75,LB,84,85,83,66.16666667,70,69,71,49,77,61,67,75,69,48,68,71,71,78,77,74,76,75,0,69.2,60,66,73,74,73,71.25,65,69,75,76
Danny Simpson,Leicester City,75,RB,74,76,72,46.66666667,58,27,54,54,37,50,54.83333333,68,44,32,58,64,63,64,64,81,67,75,0,75,70,77,75,77,76,77.25,79,79,79,72
Mohamed Diame,Newcastle United,74,CAM,78.5,79,78,70.16666667,68,64,73,63,85,68,62,63,69,29,72,75,64,82,79,69,80,65,0,74.2,74,72,69,79,77,75.5,77,73,72,80
 Ben Mee,Burnley,74,CB,69,69,69,36.83333333,30,27,39,36,60,29,52,67,38,31,65,61,50,63,66,73,65,68,0,73.4,72,73,75,72,75,79,68,91,79,78
Nathan Ake,Bournemouth,74,LB,78,77,79,50.66666667,44,41,56,48,63,52,63,64,63,59,70,72,50,63,66,63,69,73,0,72.4,69,74,73,75,71,73,64,77,75,76
Simon Francis,Bournemouth,74,CB,69,68,70,46.5,58,25,62,44,64,26,64,75,51,61,64,72,61,69,58,60,73,67,0,72.8,68,71,73,77,75,70.25,73,55,76,77
Glenn Murray,Brighton & Hove Albion,74,ST,54.5,55,54,73.5,80,77,68,75,74,67,54.33333333,48,57,33,55,65,68,63,59,74,70,74,0,40.4,81,45,24,29,23,74.75,74,83,63,79
Marc Wilson,Bournemouth,74,CB,67,67,67,58.5,59,48,63,56,74,51,62.83333333,66,44,68,67,64,68,63,62,61,68,73,0,74.2,69,74,75,77,76,71.75,72,70,75,70
Alex Iwobi,Arsenal,74,LM,77.5,78,77,59.5,69,63,54,56,67,48,59,52,50,40,57,80,75,83,77,76,83,74,0,28.8,42,24,29,26,23,59.75,46,50,70,73
Stephen Ireland,Stoke City,74,CAM,60,65,55,69.5,77,68,64,66,62,80,68.83333333,63,71,60,64,77,78,72,76,78,75,76,0,46.4,42,54,38,48,50,61.25,60,60,68,57
Connor Wickham,Crystal Palace,74,ST,71,69,73,71.5,68,76,69,75,79,62,60.83333333,63,53,69,57,63,60,68,57,53,73,72,0,31.8,74,18,19,28,20,74.25,69,70,74,84
Daniel Amartey,Leicester City,74,CDM,77,76,78,60.16666667,42,46,71,51,83,68,54.83333333,49,44,32,71,74,59,69,65,68,70,76,0,70.4,71,72,65,73,71,84.5,82,84,90,82
Shane Duffy,Brighton & Hove Albion,74,CB,53.5,53,54,45.16666667,49,33,49,55,55,30,45.66666667,38,37,33,58,64,44,39,33,42,57,66,0,72.4,74,72,72,70,74,78.75,84,81,67,83
James McClean,West Bromwich Albion,74,LM,76,74,78,66.33333333,73,67,65,65,69,59,68.5,73,68,66,65,69,70,78,75,73,73,71,0,59.4,71,51,59,56,60,74.75,78,72,79,70
Dale Stephens,Brighton & Hove Albion,74,CM,66,65,67,63.16666667,66,63,70,44,67,69,69.83333333,70,67,61,73,77,71,65,70,68,72,72,0,69.2,65,71,67,74,69,77.25,72,88,84,65
Vurnon Anita,Newcastle United,74,CDM,76.5,79,74,52.83333333,62,53,53,45,61,43,63.33333333,55,53,60,71,74,67,74,82,89,75,76,0,67.2,51,72,64,76,73,74.75,81,71,84,63
Isaac Success,Watford,74,ST,87,85,89,67,72,69,58,68,80,55,61.16666667,73,56,54,55,68,61,77,78,57,79,68,0,32.6,64,20,22,33,24,68.75,45,82,65,83
Maya Yoshida, Southampton,74,CB,66,67,65,46.16666667,42,34,41,54,50,56,43.16666667,23,38,33,52,63,50,57,74,62,63,73,0,73.8,74,67,75,77,76,75.25,66,85,75,75
Steve Cook,Bournemouth,74,CB,60,67,53,25,12,24,16,20,47,31,41.16666667,40,22,22,60,68,35,54,56,70,68,69,0,73.8,71,72,74,79,73,73,74,71,68,79
Benik Afobe,Bournemouth,74,ST,83.5,85,82,72,78,77,67,72,68,70,59.66666667,49,68,57,52,67,65,71,70,69,73,68,0,30.2,66,25,21,22,17,71,60,77,71,76
Florin Gardos,Southampton,74,CB,55,55,55,46.66666667,37,54,49,50,37,53,51.16666667,58,35,46,64,64,40,60,51,53,63,70,0,75,74,73,76,76,76,72.5,73,64,75,78
Yohan Benalouane,Leicester City,74,CB,66,66,66,43.83333333,46,24,39,38,68,48,55,61,51,52,62,64,40,47,60,63,59,67,0,72.8,67,76,73,75,73,75,79,79,60,82
Achraf Lazaar,Newcastle United,74,LB,80.5,79,82,58.83333333,63,43,71,48,77,51,62.5,73,67,40,67,69,59,75,78,70,77,75,0,67.8,57,67,69,73,73,72.75,71,70,85,65
Yoan Gouffran,Newcastle United,74,LM,75,76,74,73.5,71,74,66,77,77,76,66.83333333,68,67,49,71,75,71,75,79,76,75,76,0,52.6,76,41,51,53,42,68.75,56,74,70,75
Ayoze Perez,Newcastle United,74,ST,78,79,77,72,79,77,62,73,63,78,63.5,43,79,71,51,72,65,81,84,79,78,71,0,26.4,65,13,19,23,12,66.75,69,72,70,56
Leonardo Ulloa,Leicester City,74,ST,54,54,54,71.5,76,75,62,68,76,72,59,51,54,56,63,69,61,68,56,57,70,75,0,47.4,84,33,27,48,45,75.5,74,73,68,87
Charlie Daniels,Bournemouth,74,LB,78.5,79,78,55.83333333,69,48,46,72,68,32,70.33333333,74,67,68,68,73,72,71,73,72,72,63,0,70.4,64,69,71,76,72,70,51,78,79,72
Sam Byram,West Ham United,73,RB,77.5,77,78,57.66666667,65,62,60,50,66,43,60.16666667,70,55,33,65,70,68,72,77,70,73,73,0,68.6,66,67,69,71,70,73.5,66,79,79,70
Kenedy,Watford,73,LM,82.5,86,79,65.83333333,68,64,66,67,75,55,62.66666667,63,60,54,65,68,66,78,85,62,77,66,0,50.6,66,52,43,48,44,62,34,69,75,70
Daryl Murphy,Newcastle United,73,ST,66,64,68,72.83333333,74,73,71,77,77,65,58.33333333,60,63,53,55,61,58,64,64,62,72,67,0,38,81,43,20,24,22,76.25,78,71,71,85
Juan Camilo Zuniga,Watford,73,LB,86,88,84,67.83333333,70,56,72,67,76,66,69.5,76,74,59,70,74,64,80,88,86,78,68,0,66.4,54,68,66,70,74,68.75,71,68,68,68
Phil Bardsley,Stoke City,73,RB,67,67,67,58.5,56,47,66,56,83,43,52.66666667,65,66,33,59,68,25,61,68,62,67,74,0,72.6,67,67,74,76,79,78,85,75,78,74
Callum McManaman,West Bromwich Albion,73,RW,77.5,79,76,63.66666667,72,70,57,64,64,55,55.5,63,39,36,56,67,72,81,82,75,76,67,0,25.4,37,29,30,17,14,55.75,71,34,61,57
Alexander Manninger,Liverpool,73,GK,39.5,39,40,14.16666667,9,12,11,17,22,14,15.83333333,12,15,15,17,22,14,13,48,45,14,76,0,13.8,13,16,11,14,15,53.5,39,70,31,74
Sebastien Pocognoli,Brighton & Hove Albion,73,LB,76.5,77,76,61.83333333,67,50,64,58,73,59,67.66666667,76,73,69,64,66,58,70,74,69,68,73,0,69.6,63,67,74,74,70,76,77,79,77,71
Chris Lowe,Huddersfield Town,73,LB,85.5,87,84,60.16666667,62,53,64,58,72,52,68.16666667,71,75,67,65,68,63,70,82,80,71,70,0,66.8,53,70,72,69,70,71.5,66,82,83,55
Beram Kayal,Brighton & Hove Albion,73,CM,74,74,74,61.5,63,54,69,58,72,53,66.16666667,65,58,57,72,74,71,73,77,74,71,67,0,67.2,66,67,64,71,68,85,83,91,91,75
Johann Berg Gudmundsson,Burnley,73,RM,78.5,80,77,70,67,68,74,57,84,70,71.16666667,74,78,78,58,69,70,77,72,73,75,69,0,49.8,56,49,45,50,49,66.75,63,58,74,72
Jeff Hendrick,Burnley,73,CM,68,67,69,61.16666667,63,65,61,51,66,61,64.66666667,46,59,58,76,77,72,68,70,63,73,70,0,67,62,73,65,70,65,71.5,63,71,81,71
Joshua King,Bournemouth,73,ST,90,88,92,66.5,70,71,58,62,74,64,57.16666667,63,69,42,47,66,56,77,78,71,72,69,0,33.4,63,36,22,27,19,66,50,72,70,72
David Stockdale,Brighton & Hove Albion,73,GK,34,32,36,15.33333333,13,15,13,19,20,12,29.33333333,11,15,12,45,42,51,13,24,37,22,75,0,14.4,11,22,11,15,13,44,39,51,25,61
Oliver Norwood,Brighton & Hove Albion,73,CDM,64,64,64,65.33333333,59,58,73,56,77,69,73.5,70,72,73,77,76,73,64,71,74,72,65,0,69,58,72,67,73,75,66.75,72,63,72,60
Martin Kelly,Crystal Palace,73,RB,62.5,62,63,46.83333333,42,38,38,58,66,39,56.5,73,60,35,64,68,39,60,59,56,66,72,0,75.8,77,68,76,80,78,74,71,70,76,79
Sam Vokes,Burnley,73,ST,60,55,65,71.16666667,74,74,63,74,75,67,57,58,47,46,57,67,67,66,55,53,73,68,0,43,78,42,42,29,24,79.75,73,85,79,82
Ben Watson,Watford,73,CM,59,64,54,68.16666667,64,67,64,78,73,63,75.16666667,74,80,76,74,76,71,68,71,75,72,73,0,67,58,72,64,72,69,70.75,61,74,78,70
Lee Chung Yong,Crystal Palace,73,CAM,75.5,76,75,64.66666667,70,62,62,63,65,66,70,70,72,65,66,73,74,75,76,78,73,74,0,51,62,56,42,52,43,64.5,56,70,79,53
Adam Federici,Bournemouth,73,GK,48,47,49,23,16,18,14,41,17,32,30.5,19,27,21,25,28,63,19,50,42,27,72,0,17.8,18,22,20,11,18,57.5,44,73,41,72
Carl Jenkinson,Arsenal,73,RB,73,68,78,55,67,41,41,49,72,60,63.33333333,73,60,52,64,69,62,68,62,68,68,70,0,70.4,60,69,74,75,74,71.75,71,64,78,74
Jon Flanagan,Burnley,73,RB,70,72,68,39.83333333,52,43,32,47,35,30,50.5,66,34,26,62,67,48,66,71,69,73,69,0,72.6,62,68,75,78,80,74.25,88,65,73,71
Grant Hanley,Newcastle United,73,CB,70,68,72,35.5,41,30,38,40,32,32,49.66666667,50,45,39,56,58,50,44,58,52,64,61,0,71.8,71,69,74,75,70,77.5,82,81,69,78
Gaetan Bong,Brighton & Hove Albion,73,LB,72.5,71,74,42.5,63,25,53,40,58,16,63.16666667,70,64,35,70,72,68,68,71,64,73,68,0,70.2,56,72,72,76,75,73.25,70,72,75,76
Pau Lopez,Tottenham Hotspur,73,GK,48.5,45,52,22.16666667,20,19,24,25,21,24,24.83333333,24,23,21,25,30,26,17,40,57,15,71,0,14.8,15,16,12,20,11,48.25,39,60,42,52
Craig Cathcart,Watford,73,CB,61,55,67,35.16666667,27,29,41,28,56,30,48.66666667,39,39,39,61,71,43,47,64,58,59,69,0,73.6,74,68,76,77,73,70.75,69,70,71,73
Boaz Myhill,West Bromwich Albion,73,GK,43.5,41,46,19.33333333,13,11,12,42,27,11,24.5,11,13,12,32,39,40,15,51,48,35,66,0,15.6,13,25,13,11,16,46.25,21,72,29,63
Kristoffer Nordfeldt,Swansea City,73,GK,53.5,55,52,13.83333333,15,13,12,13,19,11,23.16666667,11,20,11,26,41,30,14,58,46,24,70,0,15.4,13,23,13,13,15,53.5,24,83,33,74
Dan Gosling,Bournemouth,73,CM,65,66,64,68.33333333,77,64,73,61,71,64,66.5,68,57,57,71,73,73,66,65,72,71,69,0,66.6,61,70,66,68,68,71,76,67,77,64
Jonathan Hogg,Huddersfield Town,72,CDM,76,78,74,53.83333333,58,52,58,41,61,53,57.33333333,59,44,41,66,72,62,67,72,76,68,73,0,68.8,63,69,68,72,72,74.5,75,70,90,63
Scott Arfield,Burnley,72,LM,71,73,69,65.5,69,69,66,62,69,58,68,70,62,65,68,71,72,74,74,78,72,65,0,62.8,63,65,62,64,60,67,42,72,84,70
Marc Pugh,Bournemouth,72,LM,74.5,75,74,64,70,68,66,64,67,49,65.5,70,60,69,59,68,67,77,84,66,73,60,0,41.6,66,37,30,44,31,66.75,60,63,78,66
Uwe Hunemeier,Brighton & Hove Albion,72,CB,64,61,67,48.16666667,40,40,40,56,65,48,56.16666667,47,43,60,63,67,57,50,59,61,63,71,0,72.6,79,72,73,69,70,69.75,68,79,59,73
Adam Smith,Bournemouth,72,RB,77,78,76,54.5,59,43,68,48,69,40,64.66666667,69,59,66,61,69,64,72,75,69,72,72,0,67.6,56,70,70,72,70,64.25,62,53,74,68
Jamaal Lascelles,Newcastle United,72,CB,65.5,65,66,27.16666667,21,23,27,19,40,33,39.66666667,46,29,16,49,59,39,46,77,52,56,69,0,71.4,72,70,73,72,70,74.25,69,83,67,78
DeAndre Yedlin,Newcastle United,72,RB,93,93,93,54.83333333,67,40,51,38,73,60,57.83333333,67,70,28,53,68,61,74,86,75,69,68,0,64.4,61,57,66,69,69,74.5,75,68,88,67
Tom Carroll,Tottenham Hotspur,72,CM,68.5,69,68,58.83333333,67,57,56,56,59,58,70.83333333,60,66,65,76,83,75,65,79,74,75,69,0,51,46,55,53,54,47,48.25,47,45,68,33
Kevin Stewart,Liverpool,72,CDM,74,75,73,51,61,51,61,44,64,25,56,56,41,29,65,76,69,63,68,73,70,65,0,70.2,64,71,72,73,71,73.5,73,70,74,77
Bryan Oviedo,Everton,72,LB,76,79,73,61,66,61,59,56,66,58,65.33333333,72,59,63,64,68,66,75,79,79,73,72,0,66.4,48,69,73,72,70,72.75,72,82,79,58
Rolando Aarons,Newcastle United,72,LM,86,87,85,60.16666667,60,62,55,59,70,55,62.66666667,72,69,46,62,70,57,78,79,79,77,59,0,33.8,51,28,30,29,31,47,33,45,65,45
Dean Marney,Burnley,72,CM,67,68,66,63.83333333,59,64,66,56,72,66,66.33333333,68,59,52,74,75,70,70,63,68,68,69,0,68.2,64,74,68,66,69,80.5,83,78,83,78
Christopher Schindler,Huddersfield Town,72,CB,66.5,65,68,32.33333333,27,22,24,39,52,30,43.83333333,49,30,33,46,62,43,39,59,58,61,68,0,71,68,71,74,73,69,70.25,73,59,72,77
Bruno Saltor,Brighton & Hove Albion,72,RB,64.5,68,61,50.16666667,57,32,46,45,65,56,65.5,70,66,51,71,68,67,64,69,66,70,75,0,71.6,61,76,72,75,74,65,77,56,62,65
Bakary Sako,Crystal Palace,72,LM,78,77,79,71.66666667,72,66,75,70,79,68,70.16666667,75,74,73,63,67,69,76,74,68,73,67,0,41.2,61,40,37,33,35,70.75,75,60,64,84
Junior Stanislas,Bournemouth,72,RM,81.5,79,84,62.83333333,63,69,66,61,69,49,70,71,70,75,64,71,69,72,79,60,70,64,0,35,43,60,16,27,29,52.75,31,48,76,56
Julian Speroni,Crystal Palace,72,GK,42.5,42,43,14.5,8,13,12,22,20,12,20.16666667,13,15,12,23,24,34,12,48,55,14,68,0,13.4,11,17,12,12,15,42.75,21,74,33,43
Stephen Ward,Burnley,72,LB,68,67,69,60,58,61,52,62,61,66,65.83333333,70,69,55,68,69,64,66,66,58,68,74,0,70.4,62,73,72,72,73,71.75,72,66,77,72
Adrian Mariappa,Watford,72,RB,73,75,71,37.66666667,53,27,34,44,47,21,49,57,33,22,61,63,58,59,68,76,65,73,0,74.4,76,65,76,76,79,72.5,58,80,75,77
Ryan Fraser,Bournemouth,72,LM,90,89,91,60,67,65,69,56,60,43,65.66666667,70,70,67,52,68,67,76,92,92,71,62,0,38.6,25,35,53,43,37,61.5,65,61,73,47
Tomer Hemed,Brighton & Hove Albion,72,ST,60,56,64,74.16666667,75,72,67,83,76,72,51,45,52,54,44,60,51,65,64,56,73,74,0,35.8,76,34,17,37,15,72.75,74,72,68,77
Timothy Fosu-Mensah,Manchester United,72,CDM,79.5,79,80,58.16666667,54,57,56,48,79,55,58.33333333,59,56,34,70,73,58,65,70,65,63,63,0,71.8,70,74,69,72,74,77.25,83,76,71,79
Steve Sidwell,Brighton & Hove Albion,72,CM,58.5,64,53,69,70,67,67,68,76,66,68.5,70,70,58,70,74,69,66,64,71,70,74,0,69.6,69,73,70,71,65,72,80,61,78,69
Ashley Barnes,Burnley,72,ST,68.5,68,69,69.83333333,72,72,65,72,73,65,59,65,59,56,54,64,56,69,70,56,73,68,0,45,72,35,33,46,39,79.25,83,81,78,75
Paul Dummett,Newcastle United,71,LB,68.5,69,68,41.16666667,55,41,35,43,40,33,58.5,61,54,52,64,69,51,66,64,77,69,69,0,71.4,72,65,73,74,73,70.75,65,73,72,73
Ramadan Sobhi,Stoke City,71,LW,78,79,77,64,71,60,65,65,62,61,66.16666667,66,59,63,62,77,70,74,73,66,75,55,0,45,59,33,43,44,46,55.75,54,51,62,56
Patrick Bamford,Burnley,71,ST,75.5,77,74,66.66666667,72,74,62,69,67,56,57,58,67,38,58,65,56,70,70,53,74,66,0,37.8,68,54,26,23,18,61.5,56,60,67,63
Jordon Ibe,Bournemouth,71,LM,86,86,86,64.33333333,67,65,68,57,79,50,55,66,65,24,56,65,54,77,75,80,74,64,0,46.8,35,46,45,55,53,62.5,50,60,69,71
Bartosz Kapustka,Leicester City,71,LM,80.5,83,78,58.5,62,62,61,55,65,46,64,62,62,49,68,72,71,68,76,75,70,68,0,49,56,41,55,43,50,59,38,72,76,50
Cuco Martina,Southampton,71,RB,73,72,74,53,53,45,64,51,61,44,59.33333333,70,60,45,60,62,59,62,70,60,61,71,0,70,65,69,70,74,72,76.25,71,85,77,72
Liam Rosenior,Brighton & Hove Albion,71,LB,75.5,75,76,53.16666667,60,50,42,44,69,54,55.5,61,65,35,53,63,56,65,70,71,67,62,0,69.4,60,70,70,71,76,70.5,71,71,80,60
Demarai Gray,Leicester City,71,LM,89.5,91,88,61.5,63,66,64,58,68,50,57,62,60,42,56,65,57,79,90,82,76,62,0,23.6,31,23,21,23,20,53.25,33,55,71,54
Tommy Smith,Huddersfield Town,71,RB,75.5,77,74,36,66,38,22,41,29,20,61.16666667,72,59,41,62,67,66,65,60,64,64,66,0,68.6,64,66,72,72,69,69.5,71,62,74,71
Nahki Wells,Huddersfield Town,71,ST,84,85,83,67.66666667,74,70,68,61,67,66,61.16666667,63,67,65,43,63,66,70,81,80,71,68,0,45.2,62,56,25,48,35,70.5,67,73,83,59
James Tarkowski,Burnley,71,CB,67.5,67,68,24.33333333,18,21,23,34,33,17,44.66666667,29,27,57,60,62,33,58,62,63,65,61,0,71.4,72,69,70,75,71,70,65,72,68,75
George Boyd,Burnley,71,RM,67,66,68,69.16666667,69,69,70,71,68,68,69,70,69,68,68,69,70,73,78,64,71,68,0,56,47,59,54,62,58,58.75,47,32,86,70
Juan Carlos Paredes,Watford,71,RB,81.5,78,85,48.83333333,40,33,59,52,66,43,54.83333333,62,56,27,67,65,52,69,90,85,67,74,0,66.2,57,70,68,69,67,65.75,55,71,76,61
Gerhard Tremmel,Swansea City,71,GK,44,42,46,17.66666667,12,15,11,41,14,13,16,12,15,13,22,23,11,14,34,39,24,74,0,15.4,14,25,13,12,13,52,41,68,30,69
Kazenga LuaLua,Brighton & Hove Albion,71,LM,89.5,92,87,70,65,65,76,64,83,67,64,67,63,68,57,65,64,74,93,71,71,67,0,38,60,28,19,40,43,66.5,70,57,69,70
Marko Grujic,Liverpool,71,CM,71.5,68,75,66.16666667,72,70,62,57,75,61,62.33333333,60,60,43,71,74,66,67,56,53,72,64,0,70,69,71,66,73,71,76.25,75,74,79,77
Massadio Haidara,Newcastle United,71,LB,76,78,74,51.66666667,53,41,45,55,79,37,61,67,52,70,60,68,49,72,59,71,68,66,0,68,59,68,70,71,72,72.75,74,67,75,75
Andy King,Leicester City,71,CM,66.5,68,65,69.66666667,72,70,72,63,72,69,65.83333333,61,64,59,69,73,69,69,68,60,73,71,0,65.8,73,63,62,68,63,66.25,51,71,71,72
Tyrone Mings,Bournemouth,71,LB,78.5,79,78,37.5,57,35,30,32,41,30,54,69,45,37,59,60,54,68,73,54,65,67,0,68.2,63,70,67,71,70,73.25,71,64,79,79
Adlene Guedioura,Watford,71,CM,70.5,69,72,67,59,63,75,57,84,64,61.33333333,62,36,56,72,74,68,68,65,67,72,65,0,64.2,64,64,60,67,66,78.75,81,74,76,84
Josh Onomah,Tottenham Hotspur,71,CAM,81.5,84,79,56.16666667,69,56,56,42,62,52,60.5,53,54,49,65,74,68,74,78,75,70,64,0,35.8,45,36,36,36,26,50.25,45,44,62,50
